Date/Time,Net,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 03/29  15:00:00,7.24003199,1.124891814,2.609027768,0,2.586063368,0,0.070602944,0.070602944,0.070602944,0.061851224,0.013324396,0.299663708,0.33340088,0
 03/29  16:00:00,6.886901333,1.162697549,2.403220013,0,2.378979085,0,0.065038311,0.065038311,0.065038311,0.071366801,0.015374303,0.308214938,0.351933711,0
 03/29  17:00:00,6.754714805,1.356952054,2.172884903,0,2.144212134,0,0.058906105,0.058906105,0.058906105,0.109429077,0.023573926,0.354668497,0.416275899,0
 03/29  18:00:00,8.701312207,1.772927122,2.763535542,0,2.728702711,0,0.07515558,0.07515558,0.07515558,0.218858155,0.047147869,0.438965379,0.505708689,0
 03/29  19:00:00,7.83277673,2.119774929,2.061725708,0,2.023907766,0,0.055393537,0.055393537,0.055393537,0.423443004,0.091220871,0.397476839,0.549047002,0
 03/29  20:00:00,7.982690437,2.297772085,1.954586045,0,1.915550492,0,0.052214175,0.052214175,0.052214175,0.632785621,0.136318824,0.322310374,0.566724471,0
 03/29  21:00:00,8.240230573,2.290512481,2.062932094,0,2.022554551,0,0.055037678,0.055037678,0.055037678,0.680363467,0.146568354,0.285978888,0.586207704,0
 03/29  22:00:00,8.448730183,2.073101058,2.345424895,0,2.305990018,0,0.062684381,0.062684381,0.062684381,0.57093439,0.122994428,0.26971033,0.572521921,0
 03/29  23:00:00,8.618924097,1.683566389,2.756951097,0,2.722825265,0,0.07391569,0.07391569,0.07391569,0.428200773,0.092245821,0.21794333,0.495444352,0
 03/29  24:00:00,8.87633984,1.298132548,3.203602334,0,3.173947621,0,0.086011144,0.086011144,0.086011144,0.299740541,0.06457208,0.147779361,0.430531923,0
 03/30  01:00:00,9.319181,0.896508229,3.752594987,0,3.728066022,0,0.100856409,0.100856409,0.100856409,0.152249155,0.032798506,0.098279396,0.356115478,0
 03/30  02:00:00,9.900191927,0.738079077,4.163935848,0,4.141351133,0,0.111732081,0.111732081,0.111732081,0.090397923,0.01947411,0.083869043,0.32788855,0
 03/30  03:00:00,10.49705551,0.682233242,4.502348741,0,4.480025877,0,0.120533674,0.120533674,0.120533674,0.061851224,0.013324396,0.071584066,0.324086944,0
 03/30  04:00:00,10.9276308,0.679698094,4.716501056,0,4.694492415,0,0.126042166,0.126042166,0.126042166,0.061851224,0.013324396,0.064112105,0.319525016,0
 03/30  05:00:00,11.24327747,0.721644059,4.848944733,0,4.827767471,0,0.12944617,0.12944617,0.12944617,0.061851224,0.013324396,0.073952157,0.307454916,0
 03/30  06:00:00,11.7487959,0.956982586,4.954620998,0,4.930988876,0,0.131960617,0.131960617,0.131960617,0.066609008,0.014349349,0.086268255,0.343094976,0
 03/30  07:00:00,12.11954039,1.439382167,4.829980899,0,4.802676306,0,0.12847347,0.12847347,0.12847347,0.104671309,0.022548976,0.138447814,0.396412506,0
 03/30  08:00:00,12.29359966,1.73991313,4.675049822,0,4.646036646,0,0.123894885,0.123894885,0.123894885,0.185553695,0.039973187,0.214170541,0.421217987,0
 03/30  09:00:00,12.11542061,1.649605023,4.654511827,0,4.629982862,0,0.123574095,0.123574095,0.123574095,0.147491386,0.031773557,0.275218193,0.356115478,0
 03/30  10:00:00,11.88047884,1.497334579,4.650254902,0,4.629378769,0,0.123822368,0.123822368,0.123822368,0.076124585,0.016399256,0.336436578,0.303083069,0
 03/30  11:00:00,13.53774085,1.438048821,5.471935263,0,5.450568158,0,0.146720226,0.146720226,0.146720226,0.061851224,0.013324396,0.351641232,0.310211081,0
 03/30  12:00:00,10.80995446,1.340767199,4.201532864,0,4.180159213,0,0.111719308,0.111719308,0.111719308,0.061851224,0.013324396,0.366855521,0.310306121,0
 03/30  13:00:00,9.23377802,1.246926841,3.495291701,0,3.474278096,0,0.093276518,0.093276518,0.093276518,0.061851224,0.013324396,0.357197296,0.305078912,0
 03/30  14:00:00,8.420028709,1.18064672,3.145928755,0,3.124188511,0,0.084572558,0.084572558,0.084572558,0.061851224,0.013324396,0.324743059,0.31562837,0
 03/30  15:00:00,7.716407957,1.129646746,2.835967556,0,2.813003155,0,0.076516764,0.076516764,0.076516764,0.061851224,0.013324396,0.299663708,0.33340088,0
 03/30  16:00:00,7.627361228,1.170867861,2.755351728,0,2.7311108,0,0.074380362,0.074380362,0.074380362,0.071366801,0.015374303,0.308214938,0.351933711,0
 03/30  17:00:00,7.646310864,1.366862419,2.596856383,0,2.568183614,0,0.070153683,0.070153683,0.070153683,0.109429077,0.023573926,0.354668497,0.416275899,0
 03/30  18:00:00,9.705788929,1.783860336,3.241390738,0,3.206557906,0,0.087766619,0.087766619,0.087766619,0.218858155,0.047147869,0.438965379,0.505708689,0
 03/30  19:00:00,8.635936336,2.127787656,2.444310435,0,2.406492493,0,0.065386012,0.065386012,0.065386012,0.423443004,0.091220871,0.397476839,0.549047002,0
 03/30  20:00:00,8.703926523,2.304760201,2.298199668,0,2.259164115,0,0.061221083,0.061221083,0.061221083,0.632785621,0.136318824,0.322310374,0.566724471,0
 03/30  21:00:00,8.770659993,2.295244789,2.315924222,0,2.275546679,0,0.06160863,0.06160863,0.06160863,0.680363467,0.146568354,0.285978888,0.586207704,0
 03/30  22:00:00,8.856409307,2.076485607,2.54007147,0,2.500636593,0,0.067684856,0.067684856,0.067684856,0.57093439,0.122994428,0.26971033,0.572521921,0
 03/30  23:00:00,8.784271453,1.684211706,2.836483189,0,2.802357357,0,0.075794975,0.075794975,0.075794975,0.428200773,0.092245821,0.21794333,0.495444352,0
 03/30  24:00:00,8.807720322,1.296209453,3.17191316,0,3.142258447,0,0.084905119,0.084905119,0.084905119,0.299740541,0.06457208,0.147779361,0.430531923,0
 03/31  01:00:00,8.841656998,0.889782076,3.526699155,0,3.50217019,0,0.094521014,0.094521014,0.094521014,0.152249155,0.032798506,0.098279396,0.356115478,0
 03/31  02:00:00,9.048502936,0.72696151,3.760030364,0,3.737445649,0,0.100811929,0.100811929,0.100811929,0.090397923,0.01947411,0.083869043,0.32788855,0
 03/31  03:00:00,9.380813236,0.667921871,3.972641152,0,3.950318288,0,0.106361765,0.106361765,0.106361765,0.061851224,0.013324396,0.071584066,0.324086944,0
 03/31  04:00:00,9.62059962,0.663085304,4.095977248,0,4.073968607,0,0.10958524,0.10958524,0.10958524,0.061851224,0.013324396,0.064112105,0.319525016,0
 03/31  05:00:00,9.837943135,0.703655689,4.18177703,0,4.160599768,0,0.111775985,0.111775985,0.111775985,0.061851224,0.013324396,0.073952157,0.307454916,0
 03/31  06:00:00,10.08093868,0.935123677,4.162900991,0,4.139268869,0,0.111107853,0.111107853,0.111107853,0.066609008,0.014349349,0.086268255,0.343094976,0
 03/31  07:00:00,10.33103736,1.414647877,3.98175079,0,3.954446196,0,0.106037296,0.106037296,0.106037296,0.104671309,0.022548976,0.138447814,0.396412506,0
 03/31  08:00:00,10.38550784,1.713489608,3.769824744,0,3.740811568,0,0.100155502,0.100155502,0.100155502,0.185553695,0.039973187,0.214170541,0.421217987,0
 03/31  09:00:00,9.403400732,1.612893782,3.368005894,0,3.343476929,0,0.089475171,0.089475171,0.089475171,0.147491386,0.031773557,0.275218193,0.356115478,0
 03/31  10:00:00,8.821972105,1.456817668,3.198516196,0,3.177640064,0,0.085651563,0.085651563,0.085651563,0.076124585,0.016399256,0.336436578,0.303083069,0
 03/31  11:00:00,9.42569134,1.384477922,3.520030656,0,3.498663552,0,0.095163759,0.095163759,0.095163759,0.061851224,0.013324396,0.351641232,0.310211081,0
 03/31  12:00:00,7.722022197,1.301175463,2.73418936,0,2.712815709,0,0.073834801,0.073834801,0.073834801,0.061851224,0.013324396,0.366855521,0.310306121,0
 03/31  13:00:00,6.716648086,1.214294397,2.29979046,0,2.278776856,0,0.062111515,0.062111515,0.062111515,0.061851224,0.013324396,0.357197296,0.305078912,0
 03/31  14:00:00,6.012268712,1.148955513,2.003458052,0,1.981717809,0,0.054196763,0.054196763,0.054196763,0.061851224,0.013324396,0.324743059,0.31562837,0
 03/31  15:00:00,5.738324285,1.103372569,1.897716098,0,1.874751697,0,0.051414571,0.051414571,0.051414571,0.061851224,0.013324396,0.299663708,0.33340088,0
 03/31  16:00:00,5.890198027,1.147813141,1.931102102,0,1.906861174,0,0.052510619,0.052510619,0.052510619,0.071366801,0.015374303,0.308214938,0.351933711,0
 03/31  17:00:00,6.198966947,1.34717172,1.910537341,0,1.881864572,0,0.051815305,0.051815305,0.051815305,0.109429077,0.023573926,0.354668497,0.416275899,0
 03/31  18:00:00,8.335243859,1.764778663,2.591736379,0,2.556903547,0,0.070381726,0.070381726,0.070381726,0.218858155,0.047147869,0.438965379,0.505708689,0
 03/31  19:00:00,7.751924972,2.114706008,2.025464862,0,1.987646919,0,0.054306489,0.054306489,0.054306489,0.423443004,0.091220871,0.397476839,0.549047002,0
 03/31  20:00:00,8.045707544,2.294432155,1.986683869,0,1.947648316,0,0.052934638,0.052934638,0.052934638,0.632785621,0.136318824,0.322310374,0.566724471,0
 03/31  21:00:00,8.404320753,2.288799234,2.14285659,0,2.102479046,0,0.05702249,0.05702249,0.05702249,0.680363467,0.146568354,0.285978888,0.586207704,0
 03/31  22:00:00,8.740597039,2.073435285,2.485814722,0,2.446379845,0,0.066268706,0.066268706,0.066268706,0.57093439,0.122994428,0.26971033,0.572521921,0
 03/31  23:00:00,9.040901412,1.686281692,2.958786315,0,2.924660483,0,0.079112882,0.079112882,0.079112882,0.428200773,0.092245821,0.21794333,0.495444352,0
 03/31  24:00:00,9.480055404,1.303911671,3.491436797,0,3.461782084,0,0.093433649,0.093433649,0.093433649,0.299740541,0.06457208,0.147779361,0.430531923,0
 04/01  01:00:00,9.70785247,0.914690819,3.929012892,0,3.904532356,0,0.105045975,0.105045975,0.105045975,0.151607451,0.032660266,0.104798374,0.355412387,0
 04/01  02:00:00,10.4322102,0.755571118,4.408799971,0,4.386259845,0,0.11772693,0.11772693,0.11772693,0.093296862,0.020098619,0.087761802,0.327241189,0
 04/01  03:00:00,11.16084789,0.695835607,4.814617231,0,4.79233844,0,0.128284623,0.128284623,0.128284623,0.062197919,0.013399083,0.074158657,0.323447088,0
 04/01  04:00:00,11.88226683,0.695920813,5.168089799,0,5.14612461,0,0.137399667,0.137399667,0.137399667,0.062197919,0.013399083,0.065441441,0.318894167,0
 04/01  05:00:00,12.37942089,0.74515032,5.383907913,0,5.362772462,0,0.142858313,0.142858313,0.142858313,0.062197919,0.013399083,0.076570357,0.306847898,0
 04/01  06:00:00,12.85859594,0.994442355,5.470288485,0,5.44670302,0,0.144709272,0.144709272,0.144709272,0.066085289,0.014236526,0.090294859,0.342417592,0
 04/01  07:00:00,13.01277746,1.513922807,5.218005619,0,5.190754934,0,0.137745226,0.137745226,0.137745226,0.108846326,0.023448403,0.148933834,0.395629855,0
 04/01  08:00:00,12.73173908,1.84426118,4.817869263,0,4.788913368,0,0.126504371,0.126504371,0.126504371,0.202143188,0.043547021,0.235105583,0.420386362,0
 04/01  09:00:00,12.00962894,1.760726438,4.526716763,0,4.502236227,0,0.119561145,0.119561145,0.119561145,0.163269489,0.035172596,0.307411605,0.355412387,0
 04/01  10:00:00,10.22014658,1.579551935,3.790861365,0,3.770026449,0,0.100504262,0.100504262,0.100504262,0.077747391,0.016748853,0.381213118,0.302484682,0
 04/01  11:00:00,10.75286142,1.502462523,4.077548195,0,4.056223277,0,0.109700219,0.109700219,0.109700219,0.062197919,0.013399083,0.402331141,0.309598621,0
 04/01  12:00:00,7.849842142,1.396838633,2.724626027,0,2.703294575,0,0.073569595,0.073569595,0.073569595,0.062197919,0.013399083,0.419083647,0.309693473,0
 04/01  13:00:00,6.321904155,1.293265471,2.048869305,0,2.027897188,0,0.055695588,0.055695588,0.055695588,0.062197919,0.013399083,0.40471184,0.304476585,0
 04/01  14:00:00,4.909766678,1.209672729,1.42335484,0,1.40165752,0,0.038797583,0.038797583,0.038797583,0.062197919,0.013399083,0.368086624,0.315005214,0
 04/01  15:00:00,4.290299721,1.152141652,1.159608749,0,1.136689688,0,0.031654869,0.031654869,0.031654869,0.062197919,0.013399083,0.338555388,0.332742635,0
 04/01  16:00:00,4.124359985,1.17876706,1.055757825,0,1.031564756,0,0.028818839,0.028818839,0.028818839,0.062197919,0.013399083,0.344977949,0.351238876,0
 04/01  17:00:00,4.440212433,1.343124813,1.076081519,0,1.047465359,0,0.029215742,0.029215742,0.029215742,0.066085289,0.014236526,0.39011767,0.415454031,0
 04/01  18:00:00,6.698220462,1.666868262,1.911371235,0,1.876607175,0,0.052142637,0.052142637,0.052142637,0.089409516,0.019261181,0.473564931,0.504710251,0
 04/01  19:00:00,6.231484543,1.875666515,1.545832884,0,1.508089607,0,0.041431709,0.041431709,0.041431709,0.163269489,0.035172596,0.431195325,0.547963,0
 04/01  20:00:00,7.065971572,2.010459819,1.817294468,0,1.778335985,0,0.048625884,0.048625884,0.048625884,0.322651712,0.069507737,0.356238631,0.565605568,0
 04/01  21:00:00,8.070769338,2.198357272,2.098216917,0,2.057919092,0,0.056004191,0.056004191,0.056004191,0.528682326,0.113892213,0.32063861,0.585050335,0
 04/01  22:00:00,9.442035118,2.16743426,2.760569607,0,2.721212588,0,0.073902083,0.073902083,0.073902083,0.571443292,0.123104076,0.305173474,0.571391572,0
 04/01  23:00:00,10.03474539,1.764704836,3.386042532,0,3.351984075,0,0.090559958,0.090559958,0.090559958,0.427610692,0.092118702,0.246138495,0.494466179,0
 04/01  24:00:00,10.88214785,1.355510223,4.136449709,0,4.106853544,0,0.110441712,0.110441712,0.110441712,0.295440051,0.06364564,0.16324164,0.429681909,0
 04/02  01:00:00,11.48641948,0.768542085,4.909751023,0,4.887210898,0,0.130839002,0.130839002,0.130839002,0.093296862,0.020098619,0.087761802,0.327241189,0
 04/02  02:00:00,12.60887235,0.71344797,5.503210984,0,5.480932193,0,0.146026151,0.146026151,0.146026151,0.062197919,0.013399083,0.074158657,0.323447088,0
 04/02  03:00:00,13.68491413,0.717669352,6.025677993,0,6.003712804,0,0.159307123,0.159307123,0.159307123,0.062197919,0.013399083,0.065441441,0.318894167,0
 04/02  04:00:00,14.3970776,0.769240538,6.344036226,0,6.322900775,0,0.167294933,0.167294933,0.167294933,0.062197919,0.013399083,0.076570357,0.306847898,0
 04/02  05:00:00,15.02315257,1.019410287,6.500949152,0,6.477363687,0,0.170798391,0.170798391,0.170798391,0.066085289,0.014236526,0.090294859,0.342417592,0
 04/02  06:00:00,16.60629168,1.555428586,6.927893031,0,6.900642346,0,0.181823101,0.181823101,0.181823101,0.108846326,0.023448403,0.148933834,0.395629855,0
 04/02  07:00:00,15.13862072,1.869983428,5.965332225,0,5.93637633,0,0.15524886,0.15524886,0.15524886,0.202143188,0.043547021,0.235105583,0.420386362,0
 04/02  08:00:00,14.594362,1.789302703,5.757478744,0,5.732998208,0,0.151105423,0.151105423,0.151105423,0.163269489,0.035172596,0.307411605,0.355412387,0
 04/02  09:00:00,13.72868002,1.620385838,5.459442475,0,5.438607559,0,0.1440167,0.1440167,0.1440167,0.077747391,0.016748853,0.381213118,0.302484682,0
 04/02  10:00:00,14.25048649,1.543187463,5.741455634,0,5.720130715,0,0.152728637,0.152728637,0.152728637,0.062197919,0.013399083,0.402331141,0.309598621,0
 04/02  11:00:00,11.32009789,1.437372344,4.375762042,0,4.35443059,0,0.116052931,0.116052931,0.116052931,0.062197919,0.013399083,0.419083647,0.309693473,0
 04/02  12:00:00,9.134296819,1.326112082,3.386855073,0,3.365882956,0,0.090220427,0.090220427,0.090220427,0.062197919,0.013399083,0.40471184,0.304476585,0
 04/02  13:00:00,8.195366271,1.249773684,2.98370384,0,2.962006519,0,0.080397796,0.080397796,0.080397796,0.062197919,0.013399083,0.368086624,0.315005214,0
 04/02  14:00:00,7.270794491,1.188754377,2.574624383,0,2.551705322,0,0.069605128,0.069605128,0.069605128,0.062197919,0.013399083,0.338555388,0.332742635,0
 04/02  15:00:00,6.255371458,1.204550799,2.067672685,0,2.043479617,0,0.05595151,0.05595151,0.05595151,0.062197919,0.013399083,0.344977949,0.351238876,0
 04/02  16:00:00,5.905529287,1.36023478,1.772197553,0,1.743581393,0,0.047874015,0.047874015,0.047874015,0.066085289,0.014236526,0.39011767,0.415454031,0
 04/02  17:00:00,7.414794815,1.673957271,2.252585862,0,2.217821801,0,0.061161334,0.061161334,0.061161334,0.089409516,0.019261181,0.473564931,0.504710251,0
 04/02  18:00:00,6.442874393,1.876263779,1.646892641,0,1.609149364,0,0.044322733,0.044322733,0.044322733,0.163269489,0.035172596,0.431195325,0.547963,0
 04/02  19:00:00,6.931900953,2.006620974,1.754395422,0,1.715436939,0,0.04714799,0.04714799,0.04714799,0.322651712,0.069507737,0.356238631,0.565605568,0
 04/02  20:00:00,8.224395948,2.198523833,2.171452489,0,2.131154664,0,0.058333826,0.058333826,0.058333826,0.528682326,0.113892213,0.32063861,0.585050335,0
 04/02  21:00:00,9.448149495,2.16580449,2.764046843,0,2.724689824,0,0.074165308,0.074165308,0.074165308,0.571443292,0.123104076,0.305173474,0.571391572,0
 04/02  22:00:00,10.23148637,1.765916553,3.479815811,0,3.445757355,0,0.093220861,0.093220861,0.093220861,0.427610692,0.092118702,0.246138495,0.494466179,0
 04/02  23:00:00,10.76978523,1.353076337,4.083708707,0,4.054112543,0,0.108959466,0.108959466,0.108959466,0.295440051,0.06364564,0.16324164,0.429681909,0
 04/02  24:00:00,12.09389404,0.944102744,5.062325116,0,5.03784458,0,0.135047707,0.135047707,0.135047707,0.151607451,0.032660266,0.104798374,0.355412387,0
 04/03  01:00:00,13.06875273,0.778841917,5.668400051,0,5.645859925,0,0.150399796,0.150399796,0.150399796,0.093296862,0.020098619,0.083814778,0.327241189,0
 04/03  02:00:00,14.0188648,0.7241643,6.178306727,0,6.156027936,0,0.163258108,0.163258108,0.163258108,0.062197919,0.013399083,0.071547418,0.323447088,0
 04/03  03:00:00,14.89646009,0.726841337,6.605439027,0,6.583473838,0,0.174046227,0.174046227,0.174046227,0.062197919,0.013399083,0.064076037,0.318894167,0
 04/03  04:00:00,15.51046645,0.771548029,6.880555768,0,6.859420317,0,0.180866079,0.180866079,0.180866079,0.062197919,0.013399083,0.073899201,0.306847898,0
 04/03  05:00:00,16.21335857,1.005235717,7.082865255,0,7.05927979,0,0.185680078,0.185680078,0.185680078,0.066085289,0.014236526,0.086198167,0.342417592,0
 04/03  06:00:00,18.43259116,1.51113211,7.833122538,0,7.805871853,0,0.205410583,0.205410583,0.205410583,0.108846326,0.023448403,0.138308322,0.395629855,0
 04/03  07:00:00,16.98837457,1.803383623,6.898210332,0,6.869254437,0,0.179168462,0.179168462,0.179168462,0.202143188,0.043547021,0.213944221,0.420386362,0
 04/03  08:00:00,15.33804035,1.69410085,6.179111098,0,6.154630562,0,0.160456354,0.160456354,0.160456354,0.163269489,0.035172596,0.274974304,0.355412387,0
 04/03  09:00:00,13.21200262,1.503044016,5.291394785,0,5.270559869,0,0.137946987,0.137946987,0.137946987,0.077747391,0.016748853,0.336182059,0.302484682,0
 04/03  10:00:00,11.92276107,1.407031999,4.713760442,0,4.692435523,0,0.124307525,0.124307525,0.124307525,0.062197919,0.013399083,0.351414912,0.309598621,0
 04/03  11:00:00,9.112888736,1.311945707,3.399762609,0,3.378431157,0,0.090287967,0.090287967,0.090287967,0.062197919,0.013399083,0.366594887,0.309693473,0
 04/03  12:00:00,6.481012312,1.205756956,2.191805302,0,2.170833185,0,0.058547316,0.058547316,0.058547316,0.062197919,0.013399083,0.356901334,0.304476585,0
 04/03  13:00:00,4.944732602,1.130715664,1.499656248,0,1.477958927,0,0.040433652,0.040433652,0.040433652,0.062197919,0.013399083,0.324498591,0.315005214,0
 04/03  14:00:00,3.249318354,1.06719007,0.719698174,0,0.696779113,0,0.019293848,0.019293848,0.019293848,0.062197919,0.013399083,0.299429816,0.332742635,0
 04/03  15:00:00,2.806172798,1.092257886,0.482594916,0,0.458401848,0,0.012721098,0.012721098,0.012721098,0.062197919,0.013399083,0.307918976,0.351238876,0
 04/03  16:00:00,2.414766546,1.241214607,0.170135881,0,0.141519722,0,0.00397358,0.00397358,0.00397358,0.066085289,0.014236526,0.35419975,0.415454031,0
 04/03  17:00:00,2.859099855,1.533341537,0.14961956,0,0.114855499,0,0.00322977,0.00322977,0.00322977,0.089409516,0.019261181,0.438213001,0.504710251,0
 04/03  18:00:00,2.917313846,1.736280474,0.037743277,0,0,0,0,0,0,0.163269489,0.035172596,0.39688501,0.547963,0
 04/03  19:00:00,3.24759228,1.857802803,0.07305506,0,0.034096576,0,0.000959649,0.000959649,0.000959649,0.322651712,0.069507737,0.321993877,0.565605568,0
 04/03  20:00:00,3.808889953,2.043227221,0.141989031,0,0.101691206,0,0.002858127,0.002858127,0.002858127,0.528682326,0.113892213,0.28578324,0.585050335,0
 04/03  21:00:00,4.333927863,2.011549719,0.398046033,0,0.358689013,0,0.010045847,0.010045847,0.010045847,0.571443292,0.123104076,0.269566617,0.571391572,0
 04/03  22:00:00,4.533179478,1.623510482,0.822905107,0,0.788846651,0,0.021958794,0.021958794,0.021958794,0.427610692,0.092118702,0.217845283,0.494466179,0
 04/03  23:00:00,5.529528593,1.245854102,1.622311981,0,1.592715816,0,0.044057433,0.044057433,0.044057433,0.295440051,0.06364564,0.147706795,0.429681909,0
 04/03  24:00:00,6.416491691,0.856909207,2.376286075,0,2.351805538,0,0.064528692,0.064528692,0.064528692,0.151607451,0.032660266,0.098224691,0.355412387,0
 04/04  01:00:00,7.236292459,0.706436747,2.896672618,0,2.874132492,0,0.078199718,0.078199718,0.078199718,0.093296862,0.020098619,0.083814778,0.327241189,0
 04/04  02:00:00,7.816908951,0.647619296,3.230201229,0,3.207922438,0,0.08685816,0.08685816,0.08685816,0.062197919,0.013399083,0.071547418,0.323447088,0
 04/04  03:00:00,7.800690421,0.638948093,3.233097372,0,3.211132183,0,0.086315189,0.086315189,0.086315189,0.062197919,0.013399083,0.064076037,0.318894167,0
 04/04  04:00:00,7.843464755,0.67702375,3.235606552,0,3.2144711,0,0.086673084,0.086673084,0.086673084,0.062197919,0.013399083,0.073899201,0.306847898,0
 04/04  05:00:00,7.901409258,0.902472017,3.13084593,0,3.107260465,0,0.083964424,0.083964424,0.083964424,0.066085289,0.014236526,0.086198167,0.342417592,0
 04/04  06:00:00,8.336706132,1.384746177,3.034360901,0,3.007110216,0,0.081418644,0.081418644,0.081418644,0.108846326,0.023448403,0.138308322,0.395629855,0
 04/04  07:00:00,8.693279701,1.70062308,2.951989881,0,2.923033987,0,0.079203987,0.079203987,0.079203987,0.202143188,0.043547021,0.213944221,0.420386362,0
 04/04  08:00:00,7.956797965,1.602659144,2.667291465,0,2.642810928,0,0.071735884,0.071735884,0.071735884,0.163269489,0.035172596,0.274974304,0.355412387,0
 04/04  09:00:00,7.845711449,1.436427462,2.737816422,0,2.716981506,0,0.073774358,0.073774358,0.073774358,0.077747391,0.016748853,0.336182059,0.302484682,0
 04/04  10:00:00,8.568466737,1.3650166,3.117496444,0,3.096171526,0,0.084390544,0.084390544,0.084390544,0.062197919,0.013399083,0.351414912,0.309598621,0
 04/04  11:00:00,6.469803163,1.277504626,2.144434365,0,2.123102913,0,0.057625299,0.057625299,0.057625299,0.062197919,0.013399083,0.366594887,0.309693473,0
 04/04  12:00:00,5.276413157,1.189276836,1.620173012,0,1.599200895,0,0.043595831,0.043595831,0.043595831,0.062197919,0.013399083,0.356901334,0.304476585,0
 04/04  13:00:00,4.276085994,1.120826035,1.183056809,0,1.161359488,0,0.031914285,0.031914285,0.031914285,0.062197919,0.013399083,0.324498591,0.315005214,0
 04/04  14:00:00,3.368269569,1.067519622,0.776683401,0,0.75376434,0,0.020844251,0.020844251,0.020844251,0.062197919,0.013399083,0.299429816,0.332742635,0
 04/04  15:00:00,2.770332844,1.090543718,0.466251699,0,0.442058631,0,0.012241314,0.012241314,0.012241314,0.062197919,0.013399083,0.307918976,0.351238876,0
 04/04  16:00:00,2.903436977,1.246241957,0.402303339,0,0.37368718,0,0.010409635,0.010409635,0.010409635,0.066085289,0.014236526,0.35419975,0.415454031,0
 04/04  17:00:00,4.018101157,1.54686893,0.699414134,0,0.664650074,0,0.01852469,0.01852469,0.01852469,0.089409516,0.019261181,0.438213001,0.504710251,0
 04/04  18:00:00,3.586474337,1.743124875,0.3556366,0,0.317893323,0,0.008843148,0.008843148,0.008843148,0.163269489,0.035172596,0.39688501,0.547963,0
 04/04  19:00:00,4.097748363,1.866895822,0.476784582,0,0.437826098,0,0.012160989,0.012160989,0.012160989,0.322651712,0.069507737,0.321993877,0.565605568,0
 04/04  20:00:00,5.407610881,2.062269477,0.900359574,0,0.86006175,0,0.023837322,0.023837322,0.023837322,0.528682326,0.113892213,0.28578324,0.585050335,0
 04/04  21:00:00,5.980149019,2.031203038,1.179296511,0,1.139939491,0,0.031401474,0.031401474,0.031401474,0.571443292,0.123104076,0.269566617,0.571391572,0
 04/04  22:00:00,6.780536362,1.651173768,1.889307052,0,1.855248596,0,0.05092203,0.05092203,0.05092203,0.427610692,0.092118702,0.217845283,0.494466179,0
 04/04  23:00:00,7.748133728,1.273215237,2.675601153,0,2.646004989,0,0.072279318,0.072279318,0.072279318,0.295440051,0.06364564,0.147706795,0.429681909,0
 04/04  24:00:00,8.832693731,0.887007492,3.523577637,0,3.4990971,0,0.095035569,0.095035569,0.095035569,0.151607451,0.032660266,0.098224691,0.355412387,0
 04/05  01:00:00,10.01516769,0.741253203,4.216166774,0,4.193626648,0,0.113223205,0.113223205,0.113223205,0.093296862,0.020098619,0.083814778,0.327241189,0
 04/05  02:00:00,11.35157565,0.691954313,4.908644945,0,4.886366155,0,0.131339576,0.131339576,0.131339576,0.062197919,0.013399083,0.071547418,0.323447088,0
 04/05  03:00:00,12.63654975,0.699887179,5.528903296,0,5.506938106,0,0.147417989,0.147417989,0.147417989,0.062197919,0.013399083,0.064076037,0.318894167,0
 04/05  04:00:00,13.49711979,0.747236053,5.921507954,0,5.900372503,0,0.157219725,0.157219725,0.157219725,0.062197919,0.013399083,0.073899201,0.306847898,0
 04/05  05:00:00,14.9230827,0.988758815,6.467522529,0,6.443937064,0,0.171308907,0.171308907,0.171308907,0.066085289,0.014236526,0.086198167,0.342417592,0
 04/05  06:00:00,17.43935121,1.495680058,7.360191564,0,7.332940879,0,0.194768601,0.194768601,0.194768601,0.108846326,0.023448403,0.138308322,0.395629855,0
 04/05  07:00:00,18.44156517,1.819260842,7.584624122,0,7.555668228,0,0.20066373,0.20066373,0.20066373,0.202143188,0.043547021,0.213944221,0.420386362,0
 04/05  08:00:00,16.74549808,1.707103524,6.848633054,0,6.824152518,0,0.178926735,0.178926735,0.178926735,0.163269489,0.035172596,0.274974304,0.355412387,0
 04/05  09:00:00,15.33565751,1.525225276,6.30149395,0,6.280659034,0,0.165038756,0.165038756,0.165038756,0.077747391,0.016748853,0.336182059,0.302484682,0
 04/05  10:00:00,15.90656161,1.453530654,6.606338996,0,6.585014077,0,0.17502245,0.17502245,0.17502245,0.062197919,0.013399083,0.351414912,0.309598621,0
 04/05  11:00:00,11.97508474,1.343894176,4.761603759,0,4.740272307,0,0.125809712,0.125809712,0.125809712,0.062197919,0.013399083,0.366594887,0.309693473,0
