Date/Time,Net,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 08/08  10:00:00,2.000118099,1.107636537,0.018667214,0,0,0.063289292,0.019840693,0.083129985,0.019840693,0.057536027,0.012394786,0.346769243,0.271013629,0
 08/08  11:00:00,2.10270806,1.113791963,0.018672933,0,0,0.091314453,0.028505898,0.11982035,0.028505898,0.057536027,0.012394786,0.361069092,0.27109666,0
 08/08  12:00:00,2.09438203,1.081361058,0.018358381,0,0,0.104851245,0.032657413,0.137508658,0.032657413,0.057536027,0.012394786,0.350527101,0.266529948,0
 08/08  13:00:00,2.073382659,1.052804162,0.018993204,0,0,0.114493776,0.035825118,0.150318894,0.035825118,0.057536027,0.012394786,0.31944517,0.275746404,0
 08/08  14:00:00,2.15718511,1.060601025,0.02006268,0,0,0.142671081,0.045114619,0.1877857,0.045114619,0.057536027,0.012394786,0.294631346,0.291273227,0
 08/08  15:00:00,2.497273762,1.176435616,0.021177908,0,0,0.21084881,0.066340921,0.277189732,0.066340921,0.057536027,0.012394786,0.301544743,0.307464298,0
 08/08  16:00:00,3.038240606,1.399000177,0.025049754,0,0,0.282917037,0.08897287,0.371889907,0.08897287,0.061132022,0.013169461,0.34346013,0.363676378,0
 08/08  17:00:00,3.58386843,1.671997569,0.030431447,0,0,0.312911891,0.099109853,0.412021744,0.099109853,0.079112033,0.017042832,0.420322531,0.441808677,0
 08/08  18:00:00,4.086796966,1.909057605,0.033039367,0,0,0.378343476,0.121157727,0.499501204,0.121157727,0.133052058,0.028662942,0.383153985,0.479670875,0
 08/08  19:00:00,4.284749123,1.994470382,0.034103124,0,0,0.382052883,0.122327643,0.504380526,0.122327643,0.258912095,0.055776533,0.315283627,0.495114667,0
 08/08  20:00:00,4.605143928,2.150360206,0.035275544,0,0,0.367359763,0.117642739,0.485002502,0.117642739,0.442308136,0.095284921,0.282131328,0.51213605,0
 08/08  21:00:00,4.693676653,2.200009144,0.03445199,0,0,0.338152132,0.108314417,0.44646655,0.108314417,0.568168173,0.122398511,0.267221753,0.500179566,0
 08/08  22:00:00,3.769387264,1.764818632,0.029813782,0,0,0.273520201,0.087506465,0.361026666,0.087506465,0.424328165,0.091411558,0.216614016,0.432841314,0
 08/08  23:00:00,2.825791102,1.324077379,0.025907622,0,0,0.200673428,0.064295506,0.264968933,0.064295506,0.294872117,0.063523275,0.147046288,0.376131048,0
 08/08  24:00:00,1.888356269,0.879692501,0.02142955,0,0,0.133242948,0.042693802,0.175936749,0.042693802,0.151032029,0.032536322,0.097980898,0.311117668,0
 08/09  01:00:00,1.452421593,0.681108892,0.01973097,0,0,0.091913275,0.029491225,0.1214045,0.029491225,0.089900015,0.019366848,0.083557222,0.286457421,0
 08/09  02:00:00,1.246269803,0.59309774,0.019502206,0,0,0.069065302,0.022128217,0.091193519,0.022128217,0.061132022,0.013169461,0.071716944,0.283136175,0
 08/09  03:00:00,1.166649534,0.565792936,0.019227688,0,0,0.055370356,0.017736185,0.073106542,0.017736185,0.061132022,0.013169461,0.064227478,0.279150681,0
 08/09  04:00:00,1.149590021,0.576583413,0.018501359,0,0,0.046610197,0.014925604,0.061535801,0.014925604,0.061132022,0.013169461,0.073600834,0.268605726,0
 08/09  05:00:00,1.380108846,0.738471936,0.02064603,0,0,0.053003896,0.017036056,0.070039951,0.017036056,0.064728024,0.013944135,0.085460359,0.299742403,0
 08/09  06:00:00,1.989115839,1.117000913,0.023854457,0,0,0.080557986,0.026080092,0.106638078,0.026080092,0.104284056,0.022465552,0.135831743,0.34632287,0
 08/09  07:00:00,2.574429389,1.415622091,0.025347148,0,0,0.112820283,0.035874202,0.148694484,0.035874202,0.183396041,0.039508389,0.209298552,0.367993997,0
 08/09  08:00:00,2.50258809,1.355753757,0.02142955,0,0,0.126095823,0.039121871,0.165217694,0.039121871,0.143840088,0.03098697,0.269902798,0.311117668,0
 08/09  09:00:00,2.33247554,1.244800561,0.01823828,0,0,0.131849032,0.040894771,0.172743803,0.040894771,0.071920028,0.015493483,0.330854517,0.264786294,0
 08/09  10:00:00,2.612866722,1.297709711,0.018667214,0,0,0.21001582,0.062914824,0.272930644,0.062914824,0.057536027,0.012394786,0.346769243,0.271013629,0
 08/09  11:00:00,2.820437932,1.336101571,0.018672933,0,0,0.262129783,0.079769099,0.341898882,0.079769099,0.057536027,0.012394786,0.361069092,0.27109666,0
 08/09  12:00:00,2.96236116,1.349715119,0.018358381,0,0,0.309691953,0.095971964,0.405663917,0.095971964,0.057536027,0.012394786,0.350527101,0.266529948,0
 08/09  13:00:00,3.340551261,1.445393723,0.018993204,0,0,0.417148689,0.125581523,0.542730212,0.125581523,0.057536027,0.012394786,0.31944517,0.275746404,0
 08/09  14:00:00,3.756264063,1.556987223,0.02006268,0,0,0.52865842,0.155353978,0.684012398,0.155353978,0.057536027,0.012394786,0.294631346,0.291273227,0
 08/09  15:00:00,4.272439514,1.728110135,0.021177908,0,0,0.641896372,0.186806291,0.828702663,0.186806291,0.057536027,0.012394786,0.301544743,0.307464298,0
 08/09  16:00:00,4.902308943,1.978653458,0.025049754,0,0,0.736909197,0.214449782,0.951358979,0.214449782,0.061132022,0.013169461,0.34346013,0.363676378,0
 08/09  17:00:00,5.694791752,2.328220167,0.030431447,0,0,0.826183428,0.24182907,1.068012497,0.24182907,0.079112033,0.017042832,0.420322531,0.441808677,0
 08/09  18:00:00,5.902654897,2.473780814,0.033039367,0,0,0.820563966,0.243388975,1.06395294,0.243388975,0.133052058,0.028662942,0.383153985,0.479670875,0
 08/09  19:00:00,5.771937843,2.455987931,0.034103124,0,0,0.740103326,0.225517738,0.965621064,0.225517738,0.258912095,0.055776533,0.315283627,0.495114667,0
 08/09  20:00:00,5.721533179,2.496214212,0.035275544,0,0,0.633630538,0.196973971,0.830604508,0.196973971,0.442308136,0.095284921,0.282131328,0.51213605,0
 08/09  21:00:00,5.566083091,2.469912606,0.03445199,0,0,0.544695167,0.171453386,0.716148553,0.171453386,0.568168173,0.122398511,0.267221753,0.500179566,0
 08/09  22:00:00,4.440577506,1.972314918,0.029813782,0,0,0.431807749,0.136546085,0.568353834,0.136546085,0.424328165,0.091411558,0.216614016,0.432841314,0
 08/09  23:00:00,3.308302608,1.473062541,0.025907622,0,0,0.313767312,0.100075031,0.413842343,0.100075031,0.294872117,0.063523275,0.147046288,0.376131048,0
 08/09  24:00:00,2.238491888,0.987756908,0.02142955,0,0,0.215205514,0.068742495,0.283948009,0.068742495,0.151032029,0.032536322,0.097980898,0.311117668,0
 08/10  01:00:00,1.69633021,0.756375375,0.01973097,0,0,0.148983539,0.047658427,0.196641966,0.047658427,0.089900015,0.019366848,0.083557222,0.286457421,0
 08/10  02:00:00,1.417646721,0.645986502,0.019502206,0,0,0.109180759,0.034880631,0.14406139,0.034880631,0.061132022,0.013169461,0.071716944,0.283136175,0
 08/10  03:00:00,1.280339319,0.600886835,0.019227688,0,0,0.081984613,0.026191976,0.108176589,0.026191976,0.061132022,0.013169461,0.064227478,0.279150681,0
 08/10  04:00:00,1.227880689,0.600773685,0.018501359,0,0,0.064932638,0.020744109,0.085676746,0.020744109,0.061132022,0.013169461,0.073600834,0.268605726,0
 08/10  05:00:00,1.39431571,0.742932162,0.02064603,0,0,0.056169678,0.018174414,0.074344091,0.018174414,0.064728024,0.013944135,0.085460359,0.299742403,0
 08/10  06:00:00,1.717775795,1.033595605,0.023854457,0,0,0.017208078,0.005668452,0.02287653,0.005668452,0.104284056,0.022465552,0.135831743,0.34632287,0
 08/10  07:00:00,2.174043206,1.29233112,0.025347148,0,0,0.018795989,0.006191994,0.024987982,0.006191994,0.183396041,0.039508389,0.209298552,0.367993997,0
 08/10  08:00:00,2.122773705,1.238536807,0.02142955,0,0,0.0358273,0.011768408,0.047595708,0.011768408,0.143840088,0.03098697,0.269902798,0.311117668,0
 08/10  09:00:00,1.86252467,1.099775094,0.01823828,0,0,0.020607621,0.006747244,0.027354865,0.006747244,0.071920028,0.015493483,0.330854517,0.264786294,0
 08/10  10:00:00,1.731624305,1.025243406,0.018667214,0,0,0,0,0,0,0.057536027,0.012394786,0.346769243,0.271013629,0
 08/10  11:00:00,1.781277476,1.014884287,0.018672933,0,0,0.015337191,0.004983103,0.020320294,0.004983103,0.057536027,0.012394786,0.361069092,0.27109666,0
 08/10  12:00:00,1.763397929,0.979350256,0.018358381,0,0,0.026499684,0.008567354,0.035067038,0.008567354,0.057536027,0.012394786,0.350527101,0.266529948,0
 08/10  13:00:00,1.97352972,1.022267092,0.018993204,0,0,0.091054826,0.028345795,0.119400621,0.028345795,0.057536027,0.012394786,0.31944517,0.275746404,0
 08/10  14:00:00,2.409735101,1.139589422,0.02006268,0,0,0.205053788,0.061380012,0.266433801,0.061380012,0.057536027,0.012394786,0.294631346,0.291273227,0
 08/10  15:00:00,2.982293951,1.32746066,0.021177908,0,0,0.328894894,0.098975247,0.427870141,0.098975247,0.057536027,0.012394786,0.301544743,0.307464298,0
 08/10  16:00:00,3.676152217,1.597215357,0.025049754,0,0,0.436686603,0.133025303,0.569711906,0.133025303,0.061132022,0.013169461,0.34346013,0.363676378,0
 08/10  17:00:00,4.490256879,1.953681753,0.030431447,0,0,0.531779478,0.161432883,0.693212362,0.161432883,0.079112033,0.017042832,0.420322531,0.441808677,0
 08/10  18:00:00,5.032541818,2.203344685,0.033039367,0,0,0.60800139,0.185205042,0.793206432,0.185205042,0.133052058,0.028662942,0.383153985,0.479670875,0
 08/10  19:00:00,5.095482484,2.246192091,0.034103124,0,0,0.576425671,0.179083002,0.755508672,0.179083002,0.258912095,0.055776533,0.315283627,0.495114667,0
 08/10  20:00:00,5.241488675,2.347675152,0.035275544,0,0,0.518653828,0.163123296,0.681777124,0.163123296,0.442308136,0.095284921,0.282131328,0.51213605,0
 08/10  21:00:00,5.027650411,2.302990692,0.03445199,0,0,0.414680393,0.13429298,0.548973373,0.13429298,0.568168173,0.122398511,0.267221753,0.500179566,0
 08/10  22:00:00,3.806581638,1.775949294,0.029813782,0,0,0.279761743,0.092033341,0.371795084,0.092033341,0.424328165,0.091411558,0.216614016,0.432841314,0
 08/10  23:00:00,2.713156751,1.289156643,0.025907622,0,0,0.172906645,0.056902156,0.229808801,0.056902156,0.294872117,0.063523275,0.147046288,0.376131048,0
 08/10  24:00:00,1.688358197,0.817917902,0.02142955,0,0,0.085802779,0.02824609,0.114048869,0.02824609,0.151032029,0.032536322,0.097980898,0.311117668,0
 08/11  01:00:00,1.191300788,0.600570333,0.01973097,0,0,0.030696348,0.010108428,0.040804775,0.010108428,0.089900015,0.019366848,0.083557222,0.286457421,0
 08/11  02:00:00,0.95061241,0.501955602,0.019502206,0,0,0,0,0,0,0.061132022,0.013169461,0.071716944,0.283136175,0
 08/11  03:00:00,0.929671622,0.492764292,0.019227688,0,0,0,0,0,0,0.061132022,0.013169461,0.064227478,0.279150681,0
 08/11  04:00:00,0.950303472,0.51529407,0.018501359,0,0,0,0,0,0,0.061132022,0.013169461,0.073600834,0.268605726,0
 08/11  05:00:00,1.153548948,0.669027997,0.02064603,0,0,0,0,0,0,0.064728024,0.013944135,0.085460359,0.299742403,0
 08/11  06:00:00,1.644159384,1.011400706,0.023854457,0,0,0,0,0,0,0.104284056,0.022465552,0.135831743,0.34632287,0
 08/11  07:00:00,2.112326339,1.273702824,0.025347148,0,0,0.004402608,0.001424724,0.005827332,0.001424724,0.183396041,0.039508389,0.209298552,0.367993997,0
 08/11  08:00:00,2.013773699,1.205323988,0.02142955,0,0,0.010586082,0.003333491,0.013919573,0.003333491,0.143840088,0.03098697,0.269902798,0.311117668,0
 08/11  09:00:00,2.057678836,1.160473459,0.01823828,0,0,0.067011653,0.020629823,0.087641476,0.020629823,0.071920028,0.015493483,0.330854517,0.264786294,0
 08/11  10:00:00,2.388045463,1.228545634,0.018667214,0,0,0.156183168,0.046917531,0.2031007,0.046917531,0.057536027,0.012394786,0.346769243,0.271013629,0
 08/11  11:00:00,2.678316566,1.292838954,0.018672933,0,0,0.229507599,0.068564305,0.298071905,0.068564305,0.057536027,0.012394786,0.361069092,0.27109666,0
 08/11  12:00:00,3.147010815,1.408709278,0.018358381,0,0,0.359562463,0.104610123,0.464172585,0.104610123,0.057536027,0.012394786,0.350527101,0.266529948,0
 08/11  13:00:00,3.626801431,1.535725497,0.018993204,0,0,0.490919127,0.141707363,0.63262649,0.141707363,0.057536027,0.012394786,0.31944517,0.275746404,0
 08/11  14:00:00,4.162281764,1.684202402,0.02006268,0,0,0.630337805,0.180501895,0.810839701,0.180501895,0.057536027,0.012394786,0.294631346,0.291273227,0
 08/11  15:00:00,4.763676864,1.881857809,0.021177908,0,0,0.764472281,0.217585577,0.982057858,0.217585577,0.057536027,0.012394786,0.301544743,0.307464298,0
 08/11  16:00:00,5.045777422,2.022933546,0.025049754,0,0,0.769220211,0.225971903,0.995192114,0.225971903,0.061132022,0.013169461,0.34346013,0.363676378,0
 08/11  17:00:00,5.6859794,2.32566703,0.030431447,0,0,0.823103473,0.241795968,1.064899441,0.241795968,0.079112033,0.017042832,0.420322531,0.441808677,0
 08/11  18:00:00,5.636458532,2.391212234,0.033039367,0,0,0.754499575,0.22622264,0.980722216,0.22622264,0.133052058,0.028662942,0.383153985,0.479670875,0
 08/11  19:00:00,5.327228177,2.318248677,0.034103124,0,0,0.631831477,0.1953755,0.827206977,0.1953755,0.258912095,0.055776533,0.315283627,0.495114667,0
 08/11  20:00:00,5.250036151,2.350256222,0.035275544,0,0,0.519452074,0.164579934,0.684032008,0.164579934,0.442308136,0.095284921,0.282131328,0.51213605,0
 08/11  21:00:00,5.089128684,2.322403441,0.03445199,0,0,0.429993019,0.138106404,0.568099423,0.138106404,0.568168173,0.122398511,0.267221753,0.500179566,0
 08/11  22:00:00,3.97392699,1.828027083,0.029813782,0,0,0.320070328,0.103583472,0.4236538,0.103583472,0.424328165,0.091411558,0.216614016,0.432841314,0
 08/11  23:00:00,2.853140636,1.332462418,0.025907622,0,0,0.20571044,0.067258996,0.272969436,0.067258996,0.294872117,0.063523275,0.147046288,0.376131048,0
 08/11  24:00:00,1.752877952,0.837831096,0.02142955,0,0,0.100729403,0.033163861,0.133893264,0.033163861,0.151032029,0.032536322,0.097980898,0.311117668,0
 08/12  01:00:00,0.992601731,0.512397701,0.01973097,0,0,0,0,0,0,0.089900015,0.019366848,0.064748776,0.286457421,0
 08/12  02:00:00,0.904808583,0.46869495,0.019502206,0,0,0,0,0,0,0.061132022,0.013169461,0.059173769,0.283136175,0
 08/12  03:00:00,0.893475991,0.463250878,0.019227688,0,0,0,0,0,0,0.061132022,0.013169461,0.057545261,0.279150681,0
 08/12  04:00:00,0.879043908,0.456561515,0.018501359,0,0,0,0,0,0,0.061132022,0.013169461,0.061073825,0.268605726,0
 08/12  05:00:00,0.96097098,0.496498828,0.02064603,0,0,0,0,0,0,0.064728024,0.013944135,0.06541156,0.299742403,0
 08/12  06:00:00,1.192457146,0.610684401,0.023854457,0,0,0,0,0,0,0.104284056,0.022465552,0.08484581,0.34632287,0
 08/12  07:00:00,1.493732525,0.768047696,0.025347148,0,0,0,0,0,0,0.183396041,0.039508389,0.109439254,0.367993997,0
 08/12  08:00:00,1.275822182,0.653445933,0.02142955,0,0,0,0,0,0,0.143840088,0.03098697,0.115001973,0.311117668,0
 08/12  09:00:00,1.011727906,0.522849002,0.01823828,0,0,0,0,0,0,0.071920028,0.015493483,0.118440819,0.264786294,0
 08/12  10:00:00,1.303416264,0.605179953,0.018667214,0,0,0.079476526,0.023410783,0.102887309,0.023410783,0.057536027,0.012394786,0.109439254,0.271013629,0
 08/12  11:00:00,1.69233176,0.729268236,0.018672933,0,0,0.16939639,0.048814442,0.218210832,0.048814442,0.057536027,0.012394786,0.118127012,0.27109666,0
 08/12  12:00:00,2.276757277,0.91360738,0.018358381,0,0,0.308062844,0.087512268,0.395575112,0.087512268,0.057536027,0.012394786,0.129668263,0.266529948,0
 08/12  13:00:00,2.89719527,1.104766911,0.018993204,0,0,0.460539072,0.130016438,0.59055551,0.130016438,0.057536027,0.012394786,0.11663048,0.275746404,0
 08/12  14:00:00,3.547113847,1.310853362,0.02006268,0,0,0.611805238,0.172721652,0.78452689,0.172721652,0.057536027,0.012394786,0.113218333,0.291273227,0
 08/12  15:00:00,4.412709783,1.592137533,0.021177908,0,0,0.807177775,0.225991806,1.033169581,0.225991806,0.057536027,0.012394786,0.129668263,0.307464298,0
 08/12  16:00:00,5.154476474,1.862023522,0.025049754,0,0,0.934184663,0.261550276,1.195734939,0.261550276,0.061132022,0.013169461,0.176405183,0.363676378,0
 08/12  17:00:00,5.949142061,2.173810796,0.030431447,0,0,1.037282783,0.292855638,1.330138421,0.292855638,0.079112033,0.017042832,0.253803796,0.441808677,0
 08/12  18:00:00,5.734193504,2.149580012,0.033039367,0,0,0.938646278,0.272626383,1.211272661,0.272626383,0.133052058,0.028662942,0.215016545,0.479670875,0
 08/12  19:00:00,5.262559413,2.016712969,0.034103124,0,0,0.776188104,0.235373454,1.011561558,0.235373454,0.258912095,0.055776533,0.143443455,0.495114667,0
 08/12  20:00:00,5.052888638,2.029152609,0.035275544,0,0,0.621858524,0.194676873,0.816535397,0.194676873,0.442308136,0.095284921,0.110983711,0.51213605,0
 08/12  21:00:00,4.748246897,1.983038061,0.03445199,0,0,0.48773954,0.155941661,0.6436812,0.155941661,0.568168173,0.122398511,0.096706534,0.500179566,0
 08/12  22:00:00,3.673784951,1.554670307,0.029813782,0,0,0.356741349,0.11489641,0.471637759,0.11489641,0.424328165,0.091411558,0.082547897,0.432841314,0
 08/12  23:00:00,2.687652736,1.165718925,0.025907622,0,0,0.231623757,0.075293295,0.306917052,0.075293295,0.294872117,0.063523275,0.07237235,0.376131048,0
 08/12  24:00:00,1.753951323,0.784880415,0.02142955,0,0,0.129943723,0.042359907,0.172303631,0.042359907,0.151032029,0.032536322,0.065988171,0.311117668,0
 08/13  01:00:00,1.259920327,0.594721204,0.01973097,0,0,0.06204243,0.020303411,0.082345841,0.020303411,0.089900015,0.019366848,0.064748776,0.286457421,0
 08/13  02:00:00,0.98816765,0.494244869,0.019502206,0,0,0.019385046,0.006346352,0.025731398,0.006346352,0.061132022,0.013169461,0.059173769,0.283136175,0
 08/13  03:00:00,0.893146748,0.462921635,0.019227688,0,0,0,0,0,0,0.061132022,0.013169461,0.057545261,0.279150681,0
 08/13  04:00:00,0.878446138,0.455963745,0.018501359,0,0,0,0,0,0,0.061132022,0.013169461,0.061073825,0.268605726,0
 08/13  05:00:00,0.960417812,0.49594566,0.02064603,0,0,0,0,0,0,0.064728024,0.013944135,0.06541156,0.299742403,0
 08/13  06:00:00,1.191925285,0.61015254,0.023854457,0,0,0,0,0,0,0.104284056,0.022465552,0.08484581,0.34632287,0
 08/13  07:00:00,1.493238674,0.767553845,0.025347148,0,0,0,0,0,0,0.183396041,0.039508389,0.109439254,0.367993997,0
 08/13  08:00:00,1.27537512,0.652998871,0.02142955,0,0,0,0,0,0,0.143840088,0.03098697,0.115001973,0.311117668,0
 08/13  09:00:00,1.012435483,0.522874332,0.01823828,0,0,0.00023223,7.26E-05,0.000304817,7.26E-05,0.071920028,0.015493483,0.118440819,0.264786294,0
 08/13  10:00:00,1.095023252,0.540526721,0.018667214,0,0,0.029277433,0.008963585,0.038241018,0.008963585,0.057536027,0.012394786,0.109439254,0.271013629,0
 08/13  11:00:00,1.328663691,0.616176652,0.018672933,0,0,0.080699835,0.024419984,0.105119818,0.024419984,0.057536027,0.012394786,0.118127012,0.27109666,0
 08/13  12:00:00,1.65062424,0.718648157,0.018358381,0,0,0.154360735,0.046255736,0.200616471,0.046255736,0.057536027,0.012394786,0.129668263,0.266529948,0
 08/13  13:00:00,1.99444103,0.823615947,0.018993204,0,0,0.238691664,0.070713618,0.309405282,0.070713618,0.057536027,0.012394786,0.11663048,0.275746404,0
 08/13  14:00:00,2.404742429,0.955072092,0.02006268,0,0,0.33105397,0.097692448,0.428746418,0.097692448,0.057536027,0.012394786,0.113218333,0.291273227,0
 08/13  15:00:00,2.962008866,1.1398485,0.021177908,0,0,0.448725206,0.132156224,0.58088143,0.132156224,0.057536027,0.012394786,0.129668263,0.307464298,0
 08/13  16:00:00,3.531522707,1.355781792,0.025049754,0,0,0.532176187,0.157318581,0.689494768,0.157318581,0.061132022,0.013169461,0.176405183,0.363676378,0
 08/13  17:00:00,4.13801994,1.608936034,0.030431447,0,0,0.588907254,0.176356871,0.765264125,0.176356871,0.079112033,0.017042832,0.253803796,0.441808677,0
 08/13  18:00:00,4.244125466,1.685577083,0.033039367,0,0,0.572705198,0.1745654,0.747270598,0.1745654,0.133052058,0.028662942,0.215016545,0.479670875,0
 08/13  19:00:00,4.149902188,1.671474523,0.034103124,0,0,0.507893189,0.158430471,0.66632366,0.158430471,0.258912095,0.055776533,0.143443455,0.495114667,0
 08/13  20:00:00,4.260178533,1.783946664,0.035275544,0,0,0.433746235,0.137583679,0.571329914,0.137583679,0.442308136,0.095284921,0.110983711,0.51213605,0
 08/13  21:00:00,4.228539858,1.822761037,0.03445199,0,0,0.366339554,0.11706498,0.483404533,0.11706498,0.568168173,0.122398511,0.096706534,0.500179566,0
 08/13  22:00:00,3.259347134,1.426794281,0.029813782,0,0,0.25967605,0.084086012,0.343762063,0.084086012,0.424328165,0.091411558,0.082547897,0.432841314,0
 08/13  23:00:00,2.345393147,1.060164476,0.025907622,0,0,0.151666549,0.049696387,0.201362936,0.049696387,0.294872117,0.063523275,0.07237235,0.376131048,0
 08/13  24:00:00,1.467468172,0.696571184,0.02142955,0,0,0.063191029,0.02080373,0.083994759,0.02080373,0.151032029,0.032536322,0.065988171,0.311117668,0
 08/14  01:00:00,1.006174499,0.516560302,0.01973097,0,0,0.00314597,0.001039409,0.004185379,0.001039409,0.089900015,0.019366848,0.064748776,0.286457421,0
 08/14  02:00:00,0.90477531,0.468661677,0.019502206,0,0,0,0,0,0,0.061132022,0.013169461,0.059173769,0.283136175,0
 08/14  03:00:00,0.893443923,0.46321881,0.019227688,0,0,0,0,0,0,0.061132022,0.013169461,0.057545261,0.279150681,0
 08/14  04:00:00,0.878976502,0.456494109,0.018501359,0,0,0,0,0,0,0.061132022,0.013169461,0.061073825,0.268605726,0
 08/14  05:00:00,0.960865041,0.496392889,0.02064603,0,0,0,0,0,0,0.064728024,0.013944135,0.06541156,0.299742403,0
 08/14  06:00:00,1.192455263,0.610682518,0.023854457,0,0,0,0,0,0,0.104284056,0.022465552,0.08484581,0.34632287,0
 08/14  07:00:00,1.493727027,0.768042198,0.025347148,0,0,0,0,0,0,0.183396041,0.039508389,0.109439254,0.367993997,0
 08/14  08:00:00,1.275933441,0.653557192,0.02142955,0,0,0,0,0,0,0.143840088,0.03098697,0.115001973,0.311117668,0
 08/14  09:00:00,1.011905625,0.523026721,0.01823828,0,0,0,0,0,0,0.071920028,0.015493483,0.118440819,0.264786294,0
 08/14  10:00:00,1.211116459,0.57665973,0.018667214,0,0,0.057613806,0.016726069,0.074339875,0.016726069,0.057536027,0.012394786,0.109439254,0.271013629,0
 08/14  11:00:00,1.576081101,0.693500688,0.018672933,0,0,0.14257707,0.039866285,0.182443355,0.039866285,0.057536027,0.012394786,0.118127012,0.27109666,0
 08/14  12:00:00,2.248761303,0.90643833,0.018358381,0,0,0.307383128,0.081023104,0.388406232,0.081023104,0.057536027,0.012394786,0.129668263,0.266529948,0
 08/14  13:00:00,2.336886166,0.929864799,0.018993204,0,0,0.32124049,0.094413162,0.415653652,0.094413162,0.057536027,0.012394786,0.11663048,0.275746404,0
 08/14  14:00:00,2.689209655,1.043481251,0.02006268,0,0,0.400218888,0.116935192,0.517154079,0.116935192,0.057536027,0.012394786,0.113218333,0.291273227,0
 08/14  15:00:00,3.07965056,1.176761246,0.021177908,0,0,0.47873206,0.139061304,0.617793364,0.139061304,0.057536027,0.012394786,0.129668263,0.307464298,0
 08/14  16:00:00,3.614621143,1.382129211,0.025049754,0,0,0.554463181,0.161377591,0.715840771,0.161377591,0.061132022,0.013169461,0.176405183,0.363676378,0
 08/14  17:00:00,4.159769548,1.616459146,0.030431447,0,0,0.597250493,0.175536877,0.77278737,0.175536877,0.079112033,0.017042832,0.253803796,0.441808677,0
 08/14  18:00:00,4.19004118,1.669858875,0.033039367,0,0,0.563917243,0.167635344,0.731552587,0.167635344,0.133052058,0.028662942,0.215016545,0.479670875,0
 08/14  19:00:00,4.066757076,1.646612599,0.034103124,0,0,0.491590974,0.149870885,0.641461859,0.149870885,0.258912095,0.055776533,0.143443455,0.495114667,0
 08/14  20:00:00,4.219795256,1.772198039,0.035275544,0,0,0.427135283,0.132446096,0.55958138,0.132446096,0.442308136,0.095284921,0.110983711,0.51213605,0
 08/14  21:00:00,4.225101474,1.822171103,0.03445199,0,0,0.367418323,0.115396317,0.48281464,0.115396317,0.568168173,0.122398511,0.096706534,0.500179566,0
 08/14  22:00:00,3.364156348,1.459647079,0.029813782,0,0,0.286278015,0.090336841,0.376614856,0.090336841,0.424328165,0.091411558,0.082547897,0.432841314,0
 08/14  23:00:00,2.532966166,1.118361583,0.025907622,0,0,0.196880938,0.062678765,0.259559703,0.062678765,0.294872117,0.063523275,0.07237235,0.376131048,0
 08/14  24:00:00,1.709823539,0.771472415,0.02142955,0,0,0.120438762,0.03845662,0.158895382,0.03845662,0.151032029,0.032536322,0.065988171,0.311117668,0
 08/15  01:00:00,1.301879722,0.60777099,0.01973097,0,0,0.07228111,0.023114161,0.09539527,0.023114161,0.089900015,0.019366848,0.064748776,0.286457421,0
 08/15  02:00:00,1.08739535,0.524887971,0.019502206,0,0,0.04272817,0.013645802,0.056373972,0.013645802,0.061132022,0.013169461,0.059173769,0.283136175,0
 08/15  03:00:00,0.993086813,0.493730223,0.019227688,0,0,0.023359579,0.007470773,0.030830352,0.007470773,0.061132022,0.013169461,0.057545261,0.279150681,0
 08/15  04:00:00,0.878391727,0.455909334,0.018501359,0,0,0,0,0,0,0.061132022,0.013169461,0.061073825,0.268605726,0
 08/15  05:00:00,0.960373021,0.495900869,0.02064603,0,0,0,0,0,0,0.064728024,0.013944135,0.06541156,0.299742403,0
 08/15  06:00:00,1.192065551,0.610292806,0.023854457,0,0,0,0,0,0,0.104284056,0.022465552,0.08484581,0.34632287,0
 08/15  07:00:00,1.493383592,0.767698763,0.025347148,0,0,0,0,0,0,0.183396041,0.039508389,0.109439254,0.367993997,0
 08/15  08:00:00,1.275634408,0.653258159,0.02142955,0,0,0,0,0,0,0.143840088,0.03098697,0.115001973,0.311117668,0
 08/15  09:00:00,1.011815581,0.522936677,0.01823828,0,0,0,0,0,0,0.071920028,0.015493483,0.118440819,0.264786294,0
 08/15  10:00:00,0.971805106,0.502754196,0.018667214,0,0,0,0,0,0,0.057536027,0.012394786,0.109439254,0.271013629,0
 08/15  11:00:00,0.989164619,0.511337201,0.018672933,0,0,0,0,0,0,0.057536027,0.012394786,0.118127012,0.27109666,0
 08/15  12:00:00,1.02461716,0.524870474,0.018358381,0,0,0.005211108,0.001612355,0.006823463,0.001612355,0.057536027,0.012394786,0.129668263,0.266529948,0
 08/15  13:00:00,1.235129046,0.588316034,0.018993204,0,0,0.056806291,0.017299843,0.074106134,0.017299843,0.057536027,0.012394786,0.11663048,0.275746404,0
