Month,Day,Hour,DateTime,EnergyProd,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,,
4,21,16,4219916,12.364383,292,199,20,0,345.466,36.103,12364.383,11849.27,,,
4,21,17,4219917,7.005026,472,82,17,0,209.637,26.439,7005.026,6629.186,,,
4,21,18,4219918,0.998306,0,26,14,0,24.626,14.681,998.306,750.356,,,
4,21,19,4219919,0,0,0,14,0,0,14,0,0,,,
4,21,20,4219920,0,0,0,13,0,0,13,0,0,,,
4,21,21,4219921,0,0,0,12,0,0,12,0,0,,,
4,21,22,4219922,0,0,0,12,0,0,12,0,0,,,
4,21,23,4219923,0,0,0,11,0,0,11,0,0,,,
4,22,0,422990,0,0,0,10,0,0,10,0,0,,,
4,22,1,422991,0,0,0,10,0,0,10,0,0,,,
4,22,2,422992,0,0,0,10,0,0,10,0,0,,,
4,22,3,422993,0,0,0,10,0,0,10,0,0,,,
4,22,4,422994,0,0,0,10,0,0,10,0,0,,,
4,22,5,422995,0,0,0,10,0,0,10,0,0,,,
4,22,6,422996,1.260328,0,32,12,0,30.345,9.21,1260.328,1007.421,,,
4,22,7,422997,3.979978,0,104,15,0,98.863,16.231,3979.978,3672.271,,,
4,22,8,422998,14.873096,302,230,18,0,404.678,32.478,14873.096,14284.634,,,
4,22,9,422999,22.199336,461,267,19,0,630.626,43.193,22199.336,21366.906,,,
4,22,10,4229910,12.582948,26,318,18,0,340.23,34.227,12582.948,12061.651,,,
4,22,11,4229911,4.207319,0,113,18,0,108.065,23.518,4207.319,3894.754,,,
4,22,12,4229912,11.774443,18,301,18,0,310.537,29.114,11774.443,11275.822,,,
4,22,13,4229913,21.698385,153,446,18,0,606.505,40.876,21698.385,20884.049,,,
4,22,14,4229914,14.889671,60,358,19,0,408.857,37.295,14889.671,14300.707,,,
4,22,15,4229915,12.340273,65,291,19,0,332.754,33.316,12340.273,11825.839,,,
4,22,16,4229916,10.068881,116,214,18,0,269.227,29.484,10068.881,9616.325,,,
4,22,17,4229917,4.207053,21,108,16,0,107.906,20.784,4207.053,3894.494,,,
4,22,18,4229918,0.93112,0,24,14,0,22.76,12.639,931.12,684.432,,,
4,22,19,4229919,0,0,0,13,0,0,13,0,0,,,
4,22,20,4229920,0,0,0,12,0,0,12,0,0,,,
4,22,21,4229921,0,0,0,11,0,0,11,0,0,,,
4,22,22,4229922,0,0,0,10,0,0,10,0,0,,,
4,22,23,4229923,0,0,0,9,0,0,9,0,0,,,
4,23,0,423990,0,0,0,7,0,0,7,0,0,,,
4,23,1,423991,0,0,0,6,0,0,6,0,0,,,
4,23,2,423992,0,0,0,5,0,0,5,0,0,,,
4,23,3,423993,0,0,0,4,0,0,4,0,0,,,
4,23,4,423994,0,0,0,4,0,0,4,0,0,,,
4,23,5,423995,0,0,0,4,0,0,4,0,0,,,
4,23,6,423996,3.096028,421,54,4,0,97.133,4.155,3096.028,2806.802,,,
4,23,7,423997,11.985102,695,87,6,0,332.959,17.996,11985.102,11480.625,,,
4,23,8,423998,21.412568,829,104,8,0,585.816,30.865,21412.568,20608.463,,,
4,23,9,423999,28.621748,906,112,10,0,807.687,41.445,28621.748,27538.971,,,
4,23,10,4239910,33.749449,969,105,11,0,984.371,48.867,33749.449,32442.324,,,
4,23,11,4239911,36.335805,992,103,12,0,1085.607,53.558,36335.805,34907.277,,,
4,23,12,4239912,36.806449,999,102,13,0,1112.402,55.686,36806.449,35355.234,,,
4,23,13,4239913,34.980523,978,106,14,0,1053.902,55.063,34980.523,33616.301,,,
4,23,14,4239914,31.346971,950,104,14,0,926.515,51.157,31346.971,30147.662,,,
4,23,15,4239915,25.590631,898,99,13,0,734.873,43.937,25590.631,24630.254,,,
4,23,16,4239916,17.625201,805,91,12,0,499.366,34.518,17625.201,16950.293,,,
4,23,17,4239917,8.181873,637,74,11,0,246.549,23.259,8181.873,7777.483,,,
4,23,18,4239918,1.308632,277,35,8,0,38.03,9.705,1308.632,1054.805,,,
4,23,19,4239919,0,0,0,6,0,0,6,0,0,,,
4,23,20,4239920,0,0,0,5,0,0,5,0,0,,,
4,23,21,4239921,0,0,0,3,0,0,3,0,0,,,
4,23,22,4239922,0,0,0,3,0,0,3,0,0,,,
4,23,23,4239923,0,0,0,2,0,0,2,0,0,,,
4,24,0,424990,0,0,0,1,0,0,1,0,0,,,
4,24,1,424991,0,0,0,0,0,0,0,0,0,,,
4,24,2,424992,0,0,0,0,0,0,0,0,0,,,
4,24,3,424993,0,0,0,0,0,0,0,0,0,,,
4,24,4,424994,0,0,0,0,0,0,0,0,0,,,
4,24,5,424995,0,0,0,1,0,0,1,0,0,,,
4,24,6,424996,3.098349,426,53,4,0,97.616,3.99,3098.349,2809.076,,,
4,24,7,424997,4.906379,4,124,8,0,119.271,11.037,4906.379,4578.61,,,
4,24,8,424998,10.993444,79,241,11,0,280.756,21.1,10993.444,10516.216,,,
4,24,9,424999,13.465195,57,312,13,0,352.161,27.154,13465.195,12918.537,,,
4,24,10,4249910,21.134053,175,414,15,0,580.803,37.453,21134.053,20339.854,,,
4,24,11,4249911,31.069211,536,362,17,0,915.984,51.098,31069.211,29882.063,,,
4,24,12,4249912,31.840846,573,355,18,0,958.542,54.968,31840.846,30619.766,,,
4,24,13,4249913,29.684217,534,351,19,0,889.582,54.106,29684.217,28556.738,,,
4,24,14,4249914,29.420697,847,140,19,0,880.476,53.493,29420.697,28304.393,,,
4,24,15,4249915,20.755236,516,225,19,0,597.297,45.003,20755.236,19974.406,,,
4,24,16,4249916,16.325242,707,110,18,0,469.805,38.295,16325.242,15691.947,,,
4,24,17,4249917,6.516483,303,107,15,0,185.704,24.685,6516.483,6152.159,,,
4,24,18,4249918,1.329561,95,37,12,0,34.756,12.763,1329.561,1075.335,,,
4,24,19,4249919,0,0,0,10,0,0,10,0,0,,,
4,24,20,4249920,0,0,0,10,0,0,10,0,0,,,
4,24,21,4249921,0,0,0,9,0,0,9,0,0,,,
4,24,22,4249922,0,0,0,8,0,0,8,0,0,,,
4,24,23,4249923,0,0,0,7,0,0,7,0,0,,,
4,25,0,425990,0,0,0,7,0,0,7,0,0,,,
4,25,1,425991,0,0,0,7,0,0,7,0,0,,,
4,25,2,425992,0,0,0,7,0,0,7,0,0,,,
4,25,3,425993,0,0,0,7,0,0,7,0,0,,,
4,25,4,425994,0,0,0,8,0,0,8,0,0,,,
4,25,5,425995,0,0,0,8,0,0,8,0,0,,,
4,25,6,425996,0.954448,0,24,10,0,22.737,6.764,954.448,707.323,,,
4,25,7,425997,3.960929,0,102,12,0,96.919,12.868,3960.929,3653.626,,,
4,25,8,425998,4.212512,0,110,14,0,104.769,16.505,4212.512,3899.835,,,
4,25,9,425999,3.758873,0,98,14,0,93.329,16.133,3758.873,3455.85,,,
4,25,10,4259910,2.424691,0,63,15,0,60.001,15.387,2424.691,2149.07,,,
4,25,11,4259911,4.574333,0,120,16,0,114.83,18.552,4574.333,4253.836,,,
4,25,12,4259912,2.137353,0,56,17,0,53.394,17.485,2137.353,1867.441,,,
4,25,13,4259913,28.763373,439,375,17,0,822.428,45.276,28763.373,27674.691,,,
4,25,14,4259914,8.187658,10,217,17,0,217.429,30.522,8187.658,7783.125,,,
4,25,15,4259915,18.06417,264,303,17,0,494.033,35.553,18064.17,17374.895,,,
4,25,16,4259916,16.015611,625,133,16,0,452.013,35.101,16015.611,15392.021,,,
4,25,17,4259917,3.32599,0,89,15,0,84.335,20.742,3325.99,3032.019,,,
4,25,18,4259918,1.30174,4,34,13,0,31.786,11.714,1301.74,1048.045,,,
4,25,19,4259919,0,0,0,12,0,0,12,0,0,,,
4,25,20,4259920,0,0,0,11,0,0,11,0,0,,,
4,25,21,4259921,0,0,0,10,0,0,10,0,0,,,
4,25,22,4259922,0,0,0,9,0,0,9,0,0,,,
4,25,23,4259923,0,0,0,8,0,0,8,0,0,,,
4,26,0,426990,0,0,0,8,0,0,8,0,0,,,
4,26,1,426991,0,0,0,7,0,0,7,0,0,,,
4,26,2,426992,0,0,0,6,0,0,6,0,0,,,
4,26,3,426993,0,0,0,5,0,0,5,0,0,,,
4,26,4,426994,0,0,0,5,0,0,5,0,0,,,
4,26,5,426995,0,0,0,6,0,0,6,0,0,,,
4,26,6,426996,3.207819,405,57,8,0,100.81,8.557,3207.819,2916.292,,,
4,26,7,426997,11.557271,662,90,12,0,327.899,23.723,11557.271,11064.649,,,
4,26,8,426998,20.273924,786,110,15,0,570.67,36.952,20273.924,19509.908,,,
4,26,9,426999,26.911762,840,129,17,0,781.151,46.993,26911.762,25898.969,,,
4,26,10,4269910,31.213381,863,146,19,0,938.937,54.631,31213.381,30019.93,,,
4,26,11,4269911,33.399711,878,154,20,0,1027.248,58.827,33399.711,32108.578,,,
4,26,12,4269912,33.828727,888,151,21,0,1052.155,60.835,33828.727,32517.963,,,
4,26,13,4269913,32.679541,908,129,21,0,1010.771,59.8,32679.541,31421.02,,,
4,26,14,4269914,25.654047,519,300,21,0,763.261,52.527,25654.047,24691.188,,,
4,26,15,4269915,24.04942,828,117,20,0,707.309,48.615,24049.42,23148.367,,,
4,26,16,4269916,16.486207,749,99,19,0,479.884,40.276,16486.207,15847.835,,,
4,26,17,4269917,7.387864,567,72,17,0,226.481,28.188,7387.864,7002.861,,,
4,26,18,4269918,1.304594,238,37,14,0,38.217,15.457,1304.594,1050.844,,,
4,26,19,4269919,0,0,0,12,0,0,12,0,0,,,
4,26,20,4269920,0,0,0,11,0,0,11,0,0,,,
4,26,21,4269921,0,0,0,10,0,0,10,0,0,,,
4,26,22,4269922,0,0,0,10,0,0,10,0,0,,,
4,26,23,4269923,0,0,0,9,0,0,9,0,0,,,
4,27,0,427990,0,0,0,9,0,0,9,0,0,,,
4,27,1,427991,0,0,0,8,0,0,8,0,0,,,
4,27,2,427992,0,0,0,8,0,0,8,0,0,,,
4,27,3,427993,0,0,0,8,0,0,8,0,0,,,
4,27,4,427994,0,0,0,7,0,0,7,0,0,,,
4,27,5,427995,0,0,0,8,0,0,8,0,0,,,
4,27,6,427996,3.171304,397,57,11,0,100.654,11.663,3171.304,2880.53,,,
4,27,7,427997,11.257338,639,92,15,0,322.753,26.493,11257.338,10772.938,,,
4,27,8,427998,19.706795,759,115,18,0,561.362,39.47,19706.795,18962.346,,,
4,27,9,427999,26.143357,825,131,21,0,772.521,50.388,26143.357,25161.227,,,
4,27,10,4279910,30.495373,871,135,22,0,929.617,57.048,30495.373,29333.139,,,
4,27,11,4279911,32.692564,880,144,23,0,1019.347,61.258,32692.564,31433.457,,,
4,27,12,4279912,32.92543,874,150,24,0,1037.156,63.069,32925.43,31655.82,,,
4,27,13,4279913,31.365473,865,145,25,0,985.77,62.626,31365.473,30165.354,,,
4,27,14,4279914,28.113182,832,140,25,0,867.516,59.056,28113.182,27051.471,,,
4,27,15,4279915,19.094807,406,272,25,0,561.672,49.432,19094.807,18371.174,,,
4,27,16,4279916,13.432915,392,187,24,0,386.511,41.064,13432.915,12887.196,,,
4,27,17,4279917,5.493758,125,123,21,0,151.692,28.604,5493.758,5152.901,,,
4,27,18,4279918,1.446823,155,41,18,0,40.292,18.616,1446.823,1190.353,,,
4,27,19,4279919,0,0,0,16,0,0,16,0,0,,,
4,27,20,4279920,0,0,0,15,0,0,15,0,0,,,
4,27,21,4279921,0,0,0,15,0,0,15,0,0,,,
4,27,22,4279922,0,0,0,14,0,0,14,0,0,,,
4,27,23,4279923,0,0,0,14,0,0,14,0,0,,,
4,28,0,428990,0,0,0,14,0,0,14,0,0,,,
4,28,1,428991,0,0,0,13,0,0,13,0,0,,,
4,28,2,428992,0,0,0,13,0,0,13,0,0,,,
4,28,3,428993,0,0,0,12,0,0,12,0,0,,,
4,28,4,428994,0,0,0,12,0,0,12,0,0,,,
4,28,5,428995,0,0,0,12,0,0,12,0,0,,,
4,28,6,428996,0.866982,0,22,12,0,20.837,8.801,866.982,621.495,,,
4,28,7,428997,0.866594,0,22,12,0,20.849,9.032,866.594,621.114,,,
4,28,8,428998,4.25312,0,110,13,0,104.753,14.339,4253.12,3939.571,,,
4,28,9,428999,6.218562,3,161,14,0,156.366,18.894,6218.562,5861.162,,,
4,28,10,4289910,5.331456,2,138,14,0,133.84,18.555,5331.456,4994.243,,,
4,28,11,4289911,19.120121,76,438,15,0,515.734,33.748,19120.121,18395.635,,,
4,28,12,4289912,4.012797,0,107,15,0,102.343,22,4012.797,3704.391,,,
4,28,13,4289913,7.009879,8,178,16,0,178.682,21.876,7009.879,6633.923,,,
4,28,14,4289914,20.060619,171,398,17,0,550.761,37.192,20060.619,19303.994,,,
4,28,15,4289915,16.284322,189,316,18,0,448.708,37.278,16284.322,15652.314,,,
4,28,16,4289916,2.422937,0,65,17,0,61.748,21.834,2422.937,2147.352,,,
4,28,17,4289917,1.231278,0,32,16,0,30.333,14.387,1231.278,978.924,,,
4,28,18,4289918,1.342085,0,35,14,0,32.693,11.866,1342.085,1087.62,,,
4,28,19,4289919,0,0,0,12,0,0,12,0,0,,,
4,28,20,4289920,0,0,0,11,0,0,11,0,0,,,
4,28,21,4289921,0,0,0,10,0,0,10,0,0,,,
4,28,22,4289922,0,0,0,10,0,0,10,0,0,,,
4,28,23,4289923,0,0,0,9,0,0,9,0,0,,,
4,29,0,429990,0,0,0,9,0,0,9,0,0,,,
4,29,1,429991,0,0,0,9,0,0,9,0,0,,,
4,29,2,429992,0,0,0,8,0,0,8,0,0,,,
4,29,3,429993,0,0,0,8,0,0,8,0,0,,,
4,29,4,429994,0,0,0,8,0,0,8,0,0,,,
4,29,5,429995,0,0,0,8,0,0,8,0,0,,,
4,29,6,429996,0.361578,0,9,8,0,8.513,4.049,361.578,125.437,,,
4,29,7,429997,2.435029,0,61,8,0,57.918,6.409,2435.029,2159.201,,,
4,29,8,429998,0.957129,0,24,9,0,22.776,6.512,957.129,709.952,,,
4,29,9,429999,5.354427,0,137,10,0,130.861,12.602,5354.427,5016.7,,,
4,29,10,4299910,7.184862,7,181,12,0,180.051,18.163,7184.862,6804.733,,,
4,29,11,4299911,6.792932,7,171,13,0,171.146,19.349,6792.932,6422.114,,,
4,29,12,4299912,10.93652,15,276,14,0,282.363,24.625,10936.52,10460.831,,,
4,29,13,4299913,14.420694,29,355,15,0,382.311,30.191,14420.694,13845.844,,,
4,29,14,4299914,5.186255,1,138,16,0,132.807,22.867,5186.255,4852.285,,,
4,29,15,4299915,3.808273,0,100,15,0,95.214,17.665,3808.273,3504.206,,,
4,29,16,4299916,2.275988,0,59,14,0,56.036,14.254,2275.988,2003.331,,,
4,29,17,4299917,2.978209,0,77,13,0,73.027,13.343,2978.209,2691.398,,,
4,29,18,4299918,0.745959,0,19,12,0,17.998,9.686,745.959,502.73,,,
4,29,19,4299919,0,0,0,12,0,0,12,0,0,,,
4,29,20,4299920,0,0,0,11,0,0,11,0,0,,,
4,29,21,4299921,0,0,0,11,0,0,11,0,0,,,
4,29,22,4299922,0,0,0,10,0,0,10,0,0,,,
4,29,23,4299923,0,0,0,10,0,0,10,0,0,,,
4,30,0,430990,0,0,0,10,0,0,10,0,0,,,
4,30,1,430991,0,0,0,10,0,0,10,0,0,,,
4,30,2,430992,0,0,0,11,0,0,11,0,0,,,
4,30,3,430993,0,0,0,12,0,0,12,0,0,,,
4,30,4,430994,0,0,0,13,0,0,13,0,0,,,
4,30,5,430995,0,0,0,14,0,0,14,0,0,,,
4,30,6,430996,0.427977,0,11,15,0,10.407,11.473,427.977,190.621,,,
4,30,7,430997,2.346695,0,61,16,0,57.919,14.803,2346.695,2072.632,,,
4,30,8,430998,7.79271,15,199,16,0,199.224,22.213,7792.71,7397.888,,,
4,30,9,430999,7.705186,8,201,17,0,199,24.646,7705.186,7312.498,,,
4,30,10,4309910,12.005464,22,308,18,0,318.242,30.155,12005.464,11500.419,,,
4,30,11,4309911,17.821316,62,428,19,0,491.1,38.069,17821.316,17140.01,,,
4,30,12,4309912,24.68135,223,475,20,0,712.856,47.236,24681.35,23756.211,,,
4,30,13,4309913,25.163848,295,436,21,0,738.33,50.192,25163.848,24220.096,,,
4,30,14,4309914,14.170353,49,354,21,0,393.58,39.585,14170.353,13602.961,,,
4,30,15,4309915,6.780349,6,182,20,0,178.492,28.662,6780.349,6409.829,,,
4,30,16,4309916,5.331428,0,144,19,0,137.262,24.025,5331.428,4994.216,,,
4,30,17,4309917,1.174605,0,31,18,0,29.383,17.784,1174.605,923.326,,,
4,30,18,4309918,1.579546,191,45,17,0,44.388,15.574,1579.546,1320.523,,,
4,30,19,4309919,0,0,0,15,0,0,15,0,0,,,
4,30,20,4309920,0,0,0,15,0,0,15,0,0,,,
4,30,21,4309921,0,0,0,14,0,0,14,0,0,,,
4,30,22,4309922,0,0,0,14,0,0,14,0,0,,,
4,30,23,4309923,0,0,0,13,0,0,13,0,0,,,
5,1,0,51990,0,0,0,13,0,0,13,0,0,,,
5,1,1,51991,0,0,0,12,0,0,12,0,0,,,
5,1,2,51992,0,0,0,12,0,0,12,0,0,,,
5,1,3,51993,0,0,0,12,0,0,12,0,0,,,
5,1,4,51994,0,0,0,12,0,0,12,0,0,,,
5,1,5,51995,0,0,0,13,0,0,13,0,0,,,
5,1,6,51996,3.30881,437,57,15,0,108.594,16.335,3308.81,3015.195,,,
5,1,7,51997,11.347265,671,86,19,0,332.239,30.889,11347.265,10860.407,,,
5,1,8,51998,19.640545,792,103,22,0,571.624,43.695,19640.545,18898.363,,,
5,1,9,51999,25.918193,857,115,25,0,782.948,54.483,25918.193,24944.955,,,
5,1,10,519910,30.180107,901,118,26,0,940.947,61.074,30180.107,29031.445,,,
5,1,11,519911,32.372385,916,122,27,0,1032.997,65.297,32372.385,31127.641,,,
5,1,12,519912,32.814469,916,124,27,0,1052.879,66.258,32814.469,31549.869,,,
5,1,13,519913,31.304986,893,129,27,0,996.179,64.79,31304.986,30107.521,,,
5,1,14,519914,27.946146,860,126,27,0,872.19,61.062,27946.146,26891.307,,,
5,1,15,519915,18.790291,387,279,26,0,554.786,50.187,18790.291,18076.9,,,
5,1,16,519916,12.461788,294,210,25,0,356.47,40.99,12461.788,11943.924,,,
5,1,17,519917,4.958888,60,124,22,0,133.918,28.666,4958.888,4629.96,,,
5,1,18,519918,1.504535,99,43,19,0,40.715,19.415,1504.535,1246.957,,,
5,1,19,519919,0,0,0,17,0,0,17,0,0,,,
5,1,20,519920,0,0,0,17,0,0,17,0,0,,,
5,1,21,519921,0,0,0,17,0,0,17,0,0,,,
5,1,22,519922,0,0,0,16,0,0,16,0,0,,,
5,1,23,519923,0,0,0,16,0,0,16,0,0,,,
5,2,0,52990,0,0,0,15,0,0,15,0,0,,,
5,2,1,52991,0,0,0,15,0,0,15,0,0,,,
5,2,2,52992,0,0,0,14,0,0,14,0,0,,,
5,2,3,52993,0,0,0,14,0,0,14,0,0,,,
5,2,4,52994,0,0,0,14,0,0,14,0,0,,,
5,2,5,52995,0,0,0,15,0,0,15,0,0,,,
5,2,6,52996,2.764108,27,72,17,0,70.328,16.334,2764.108,2481.655,,,
5,2,7,52997,10.266588,472,120,19,0,291.968,29.047,10266.588,9808.816,,,
5,2,8,52998,17.080293,478,199,21,0,482.999,39.544,17080.293,16422.998,,,
5,2,9,52999,24.863555,668,204,22,0,730.91,49.62,24863.555,23931.41,,,
5,2,10,529910,19.998117,161,425,23,0,577.853,47.263,19998.117,19243.65,,,
5,2,11,529911,26.710984,370,417,24,0,800.387,54.11,26710.984,25706.25,,,
5,2,12,529912,26.080963,298,459,23,0,779.947,53.75,26080.963,25101.299,,,
5,2,13,529913,26.662811,394,395,21,0,790.431,52.113,26662.811,25660.004,,,
5,2,14,529914,15.738871,74,378,20,0,439.087,40.442,15738.871,15123.889,,,
5,2,15,529915,14.911944,128,319,19,0,408.134,36.128,14911.944,14322.306,,,
5,2,16,529916,4.733905,0,129,19,0,122.851,25.717,4733.905,4409.925,,,
5,2,17,529917,3.624059,0,97,18,0,91.772,20.456,3624.059,3323.871,,,
5,2,18,529918,0.961624,0,25,16,0,23.699,14.478,961.624,714.363,,,
5,2,19,529919,0,0,0,16,0,0,16,0,0,,,
5,2,20,529920,0,0,0,15,0,0,15,0,0,,,
5,2,21,529921,0,0,0,15,0,0,15,0,0,,,
5,2,22,529922,0,0,0,15,0,0,15,0,0,,,
5,2,23,529923,0,0,0,14,0,0,14,0,0,,,
5,3,0,53990,0,0,0,14,0,0,14,0,0,,,
5,3,1,53991,0,0,0,14,0,0,14,0,0,,,
5,3,2,53992,0,0,0,14,0,0,14,0,0,,,
5,3,3,53993,0,0,0,14,0,0,14,0,0,,,
5,3,4,53994,0,0,0,14,0,0,14,0,0,,,
5,3,5,53995,0,0,0,14,0,0,14,0,0,,,
5,3,6,53996,1.214829,0,31,13,0,29.384,10.258,1214.829,962.787,,,
5,3,7,53997,0.510175,0,13,13,0,12.316,9.807,510.175,271.308,,,
5,3,8,53998,1.637162,0,42,14,0,39.885,11.886,1637.162,1377.027,,,
5,3,9,53999,1.674946,0,43,14,0,40.89,12.353,1674.946,1414.079,,,
5,3,10,539910,2.015369,0,52,15,0,49.524,13.826,2015.369,1747.86,,,
5,3,11,539911,3.938776,0,103,16,0,98.451,17.606,3938.776,3631.945,,,
5,3,12,539912,4.34124,0,114,16,0,109.104,18.805,4341.24,4025.793,,,
5,3,13,539913,5.739662,4,147,15,0,144.704,19.49,5739.662,5393.241,,,
5,3,14,539914,7.353269,7,188,14,0,186.353,20.609,7353.269,6969.099,,,
5,3,15,539915,2.606748,0,68,14,0,64.674,15.966,2606.748,2327.475,,,
5,3,16,539916,3.210684,0,83,13,0,78.903,13.842,3210.684,2919.097,,,
5,3,17,539917,0.196612,0,5,12,0,4.732,9.134,196.612,0,,,
5,3,18,539918,1.147956,0,29,11,0,27.505,8.095,1147.956,897.182,,,
5,3,19,539919,0,0,0,11,0,0,11,0,0,,,
5,3,20,539920,0,0,0,10,0,0,10,0,0,,,
5,3,21,539921,0,0,0,10,0,0,10,0,0,,,
5,3,22,539922,0,0,0,10,0,0,10,0,0,,,
5,3,23,539923,0,0,0,10,0,0,10,0,0,,,
5,4,0,54990,0,0,0,9,0,0,9,0,0,,,
5,4,1,54991,0,0,0,9,0,0,9,0,0,,,
5,4,2,54992,0,0,0,9,0,0,9,0,0,,,
5,4,3,54993,0,0,0,9,0,0,9,0,0,,,
5,4,4,54994,0,0,0,9,0,0,9,0,0,,,
5,4,5,54995,0,0,0,9,0,0,9,0,0,,,
5,4,6,54996,0.399946,0,10,9,0,9.461,5.137,399.946,163.103,,,
5,4,7,54997,2.305783,0,58,9,0,55.064,7.33,2305.783,2032.534,,,
5,4,8,54998,5.866733,0,151,10,0,144.066,13.672,5866.733,5517.418,,,
5,4,9,54999,3.840766,0,99,11,0,94.302,13.639,3840.766,3536.012,,,
5,4,10,549910,5.272662,1,135,11,0,130.022,14.608,5272.662,4936.764,,,
5,4,11,549911,6.236918,6,156,12,0,155.568,17.145,6236.918,5879.094,,,
5,4,12,549912,3.757766,0,97,12,0,92.727,14.76,3757.766,3454.766,,,
5,4,13,549913,4.91454,0,127,12,0,121.525,15.224,4914.54,4586.591,,,
5,4,14,549914,7.279573,7,184,12,0,182.45,18.185,7279.573,6897.174,,,
5,4,15,549915,13.647733,76,307,12,0,354.436,25.458,13647.733,13095.748,,,
5,4,16,549916,8.748401,45,208,11,0,223.435,21.128,8748.401,8329.86,,,
5,4,17,549917,2.833606,0,73,10,0,69.269,12.654,2833.606,2549.743,,,
5,4,18,549918,1.265867,0,32,10,0,30.342,8.184,1265.867,1012.854,,,
5,4,19,549919,0,0,0,9,0,0,9,0,0,,,
5,4,20,549920,0,0,0,9,0,0,9,0,0,,,
5,4,21,549921,0,0,0,9,0,0,9,0,0,,,
5,4,22,549922,0,0,0,9,0,0,9,0,0,,,
5,4,23,549923,0,0,0,9,0,0,9,0,0,,,
5,5,0,55990,0,0,0,9,0,0,9,0,0,,,
5,5,1,55991,0,0,0,9,0,0,9,0,0,,,
5,5,2,55992,0,0,0,8,0,0,8,0,0,,,
5,5,3,55993,0,0,0,8,0,0,8,0,0,,,
5,5,4,55994,0,0,0,8,0,0,8,0,0,,,
5,5,5,55995,0,0,0,8,0,0,8,0,0,,,
5,5,6,55996,0.519814,0,13,9,0,12.303,5.254,519.814,280.769,,,
5,5,7,55997,3.980139,0,102,11,0,96.84,11.594,3980.139,3672.428,,,
5,5,8,55998,4.87189,0,127,13,0,121.011,16.219,4871.89,4544.88,,,
5,5,9,55999,6.07013,3,158,15,0,153.386,19.967,6070.13,5716.153,,,
5,5,10,559910,7.259986,8,186,16,0,185.744,22.667,7259.986,6878.058,,,
5,5,11,559911,2.566392,0,68,18,0,64.857,20.013,2566.392,2287.931,,,
5,5,12,559912,8.429021,11,216,19,0,219.2,26.158,8429.021,8018.491,,,
5,5,13,559913,7.484044,9,194,19,0,195.121,26.693,7484.044,7096.721,,,
5,5,14,559914,4.965662,0,133,18,0,127.095,22.764,4965.662,4636.584,,,
5,5,15,559915,13.836681,87,313,17,0,367.996,30.409,13836.681,13279.151,,,
5,5,16,559916,8.31211,38,205,16,0,216.912,25.895,8312.11,7904.491,,,
5,5,17,559917,3.983352,0,106,15,0,100.146,18.884,3983.352,3675.573,,,
5,5,18,559918,1.124692,0,29,14,0,27.503,12.728,1124.692,874.358,,,
5,5,19,559919,0,0,0,13,0,0,13,0,0,,,
5,5,20,559920,0,0,0,13,0,0,13,0,0,,,
5,5,21,559921,0,0,0,13,0,0,13,0,0,,,
5,5,22,559922,0,0,0,12,0,0,12,0,0,,,
5,5,23,559923,0,0,0,12,0,0,12,0,0,,,
5,6,0,56990,0,0,0,12,0,0,12,0,0,,,
5,6,1,56991,0,0,0,12,0,0,12,0,0,,,
5,6,2,56992,0,0,0,12,0,0,12,0,0,,,
5,6,3,56993,0,0,0,11,0,0,11,0,0,,,
5,6,4,56994,0,0,0,10,0,0,10,0,0,,,
5,6,5,56995,0,0,0,9,0,0,9,0,0,,,
5,6,6,56996,2.44037,0,62,9,0,58.3,7.417,2440.37,2164.436,,,
5,6,7,56997,5.092396,1,131,10,0,124.616,12.809,5092.396,4760.513,,,
5,6,8,56998,22.018338,857,100,12,0,610.208,34.027,22018.338,21192.469,,,
5,6,9,56999,28.872484,926,109,13,0,829.204,44.993,28872.484,27779.242,,,
5,6,10,569910,33.582973,966,113,14,0,995.906,52.006,33582.973,32283.475,,,
5,6,11,569911,35.951129,982,115,15,0,1091.088,56.429,35951.129,34541.008,,,
5,6,12,569912,36.448645,986,114,15,0,1112.555,57.482,36448.645,35014.695,,,
5,6,13,569913,34.949785,978,111,15,0,1058.914,56.09,34949.785,33587.004,,,
5,6,14,569914,31.402592,957,105,15,0,933.753,52.285,31402.592,30200.842,,,
5,6,15,569915,25.886742,918,97,14,0,748.456,45.296,25886.742,24914.744,,,
5,6,16,569916,18.200332,851,85,13,0,519.692,36.192,18200.332,17506.568,,,
5,6,17,569917,8.867901,723,67,11,0,269.357,24.244,8867.901,8446.342,,,
5,6,18,569918,1.527213,436,39,8,0,50.784,10.52,1527.213,1269.199,,,
5,6,19,569919,0,0,0,6,0,0,6,0,0,,,
5,6,20,569920,0,0,0,5,0,0,5,0,0,,,
5,6,21,569921,0,0,0,4,0,0,4,0,0,,,
5,6,22,569922,0,0,0,3,0,0,3,0,0,,,
5,6,23,569923,0,0,0,3,0,0,3,0,0,,,
5,7,0,57990,0,0,0,3,0,0,3,0,0,,,
5,7,1,57991,0,0,0,4,0,0,4,0,0,,,
5,7,2,57992,0,0,0,3,0,0,3,0,0,,,
5,7,3,57993,0,0,0,3,0,0,3,0,0,,,
5,7,4,57994,0,0,0,2,0,0,2,0,0,,,
