Date/Time,Net,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,
 01/23  19:00:00,4.147340715,1.412727503,1.035927237,0,0.758836196,0,0.013188421,0.013188421,0.013188421,0.285184488,0.051236287,0.083492295,0.480371446,0.458724565,
 01/23  20:00:00,3.776047427,1.414706706,0.780733314,0,0.620931359,0,0.010774678,0.010774678,0.010774678,0.302393901,0.054328133,0.074792186,0.495837794,0.466050013,
 01/23  21:00:00,3.497842244,1.32979454,0.680927238,0,0.57172515,0,0.00992083,0.00992083,0.00992083,0.260599634,0.046819369,0.065329786,0.512884037,0.423710884,
 01/23  22:00:00,3.207868863,1.210263975,0.619260799,0,0.533074935,0,0.009250155,0.009250155,0.009250155,0.218805337,0.039310599,0.058492662,0.500910091,0.372965132,
 01/23  23:00:00,2.955384106,0.993947707,0.657343332,0,0.595034853,0,0.010325311,0.010325311,0.010325311,0.164718628,0.029593373,0.05029679,0.43347349,0.295010116,
 01/23  24:00:00,2.861817418,0.784337667,0.76720955,0,0.719157223,0,0.012479138,0.012479138,0.012479138,0.113090389,0.020317836,0.043586942,0.376680397,0.207652966,
 01/24  01:00:00,2.760353294,0.555705106,0.8883293,0,0.852134125,0,0.014786612,0.014786612,0.014786612,0.05900368,0.01060061,0.038648574,0.311572063,0.110563566,
 01/24  02:00:00,2.729876854,0.456081403,0.948417785,0,0.913919358,0,0.015858737,0.015858737,0.015858737,0.034418826,0.006183691,0.036403781,0.286875799,0.065810569,
 01/24  03:00:00,2.706202059,0.428898139,0.954455315,0,0.92759023,0,0.01609596,0.01609596,0.01609596,0.024584869,0.004416921,0.034419002,0.283549703,0.055301684,
 01/24  04:00:00,2.698729562,0.427795349,0.953760934,0,0.927170072,0,0.016088669,0.016088669,0.016088669,0.024584869,0.004416921,0.033177023,0.279558387,0.059439479,
 01/24  05:00:00,2.740335595,0.453892584,0.969649162,0,0.936379019,0,0.016248467,0.016248467,0.016248467,0.024584869,0.004416921,0.033669607,0.268998032,0.095444687,
 01/24  06:00:00,2.784825694,0.648676614,0.885085538,0,0.84228913,0,0.014615777,0.014615777,0.014615777,0.024584869,0.004416921,0.035745107,0.300180184,0.258603755,
 01/24  07:00:00,3.066842856,1.040360197,0.804181861,0,0.728582103,0,0.012642682,0.012642682,0.012642682,0.05654521,0.010158921,0.042257835,0.346828683,0.561396866,
 01/24  08:00:00,3.277499915,1.223244483,0.788657403,0,0.674584272,0,0.011705688,0.011705688,0.011705688,0.11554889,0.020759531,0.051056811,0.368531461,0.630112103,
 01/24  09:00:00,3.155946625,1.110941433,0.812810364,0,0.695266701,0,0.012064579,0.012064579,0.012064579,0.110631919,0.019876147,0.058654261,0.311572063,0.587612464,
 01/24  10:00:00,2.458526344,0.922827756,0.617525386,0,0.498714106,0,0.00865391,0.00865391,0.00865391,0.05654521,0.010158921,0.061620214,0.265173021,0.510146481,
 01/24  11:00:00,2.236708807,0.834543978,0.551096061,0,0.443695662,0,0.007699205,0.007699205,0.007699205,0.046711238,0.008392148,0.057762654,0.271409451,0.432039282,
 01/24  12:00:00,2.216653094,0.769010072,0.581113692,0,0.458918848,0,0.007963365,0.007963365,0.007963365,0.046711238,0.008392148,0.057124397,0.271492604,0.366796321,
 01/24  13:00:00,2.241864741,0.715733826,0.628295854,0,0.49162649,0,0.008530923,0.008530923,0.008530923,0.046711238,0.008392148,0.058593194,0.266919222,0.316057102,
 01/24  14:00:00,2.092282296,0.691639509,0.55247559,0,0.437365646,0,0.007600328,0.007600328,0.007600328,0.046711238,0.008392148,0.056748042,0.276149139,0.285508614,
 01/24  15:00:00,2.722019822,0.685445195,0.852945672,0,0.741201933,0,0.012932608,0.012932608,0.012932608,0.049169738,0.008833842,0.05392698,0.291698638,0.258353387,
 01/24  16:00:00,3.309622328,0.72952145,1.115827286,0,0.976341435,0,0.017035788,0.017035788,0.017035788,0.06146218,0.011042304,0.056406952,0.307913357,0.265130868,
 01/24  17:00:00,3.879013472,0.885159292,1.301398605,0,1.084080503,0,0.018836959,0.018836959,0.018836959,0.103256447,0.018551069,0.065849143,0.364207536,0.303928138,
 01/24  18:00:00,6.774196761,1.188456253,2.531958631,0,2.187963562,0,0.03808709,0.03808709,0.03808709,0.191761982,0.034451986,0.082889127,0.44245395,0.388282119,
 01/24  19:00:00,5.500067599,1.424301455,1.689496532,0,1.412405491,0,0.024526535,0.024526535,0.024526535,0.285184488,0.051236287,0.083492295,0.480371446,0.458960403,
 01/24  20:00:00,5.191219099,1.426810113,1.464470671,0,1.304668716,0,0.022639195,0.022639195,0.022639195,0.302393901,0.054328133,0.074792186,0.495837794,0.466288905,
 01/24  21:00:00,5.497613266,1.346777782,1.647171085,0,1.537968998,0,0.026687525,0.026687525,0.026687525,0.260599634,0.046819369,0.065329786,0.512884037,0.423927431,
 01/24  22:00:00,5.589893006,1.230425825,1.770233653,0,1.684047789,0,0.02922235,0.02922235,0.02922235,0.218805337,0.039310599,0.058492662,0.500910091,0.373154786,
 01/24  23:00:00,5.619050325,1.016429122,1.944434464,0,1.882125985,0,0.032659491,0.032659491,0.032659491,0.164718628,0.029593373,0.05029679,0.43347349,0.29515735,
 01/24  24:00:00,5.67017387,0.807984807,2.124242444,0,2.076190118,0,0.036026979,0.036026979,0.036026979,0.113090389,0.020317836,0.043586942,0.376680397,0.207752265,
 01/25  01:00:00,5.674931187,0.580187212,2.296718691,0,2.260523515,0,0.039225614,0.039225614,0.039225614,0.05900368,0.01060061,0.038648574,0.311572063,0.110606671,
 01/25  02:00:00,5.807833679,0.481910457,2.435767925,0,2.401269497,0,0.041667901,0.041667901,0.041667901,0.034418826,0.006183691,0.036403781,0.286875799,0.065830459,
 01/25  03:00:00,6.19050114,0.458129128,2.638164645,0,2.611299561,0,0.045312437,0.045312437,0.045312437,0.024584869,0.004416921,0.034419002,0.283549703,0.055316196,
 01/25  04:00:00,6.375739391,0.458644218,2.730592841,0,2.704001979,0,0.046921051,0.046921051,0.046921051,0.024584869,0.004416921,0.033177023,0.279558387,0.059455966,
 01/25  05:00:00,6.709568732,0.487209,2.887683634,0,2.854413492,0,0.049531059,0.049531059,0.049531059,0.024584869,0.004416921,0.033669607,0.268998032,0.095478512,
 01/25  06:00:00,6.961879267,0.683812744,2.903507421,0,2.860711013,0,0.049640336,0.049640336,0.049640336,0.024584869,0.004416921,0.035745107,0.300180184,0.258715327,
 01/25  07:00:00,8.617513148,1.087157676,3.486306139,0,3.410706381,0,0.059184101,0.059184101,0.059184101,0.05654521,0.010158921,0.042257835,0.346828683,0.561652925,
 01/25  08:00:00,7.48377493,1.258802173,2.821113924,0,2.707040794,0,0.046973782,0.046973782,0.046973782,0.11554889,0.020759531,0.051056811,0.368531461,0.630401699,
 01/25  09:00:00,6.862856077,1.142291662,2.603968512,0,2.486424848,0,0.043145555,0.043145555,0.043145555,0.110631919,0.019876147,0.058654261,0.311572063,0.587881716,
 01/25  10:00:00,6.063457271,0.953286474,2.359422231,0,2.240610951,0,0.038880083,0.038880083,0.038880083,0.05654521,0.010158921,0.061620214,0.265173021,0.510379025,
 01/25  11:00:00,4.97879595,0.857730824,1.87605918,0,1.768658781,0,0.030690558,0.030690558,0.030690558,0.046711238,0.008392148,0.057762654,0.271409451,0.432234776,
 01/25  12:00:00,4.049554144,0.784542249,1.466746289,0,1.344551445,0,0.023331258,0.023331258,0.023331258,0.046711238,0.008392148,0.057124397,0.271492604,0.366960605,
 01/25  13:00:00,3.526201463,0.7266421,1.248857679,0,1.112188315,0,0.019299189,0.019299189,0.019299189,0.046711238,0.008392148,0.058593194,0.266919222,0.316197111,
 01/25  14:00:00,2.868851949,0.698264522,0.92769782,0,0.812587876,0,0.014100388,0.014100388,0.014100388,0.046711238,0.008392148,0.056748042,0.276149139,0.285633568,
 01/25  15:00:00,3.145767776,0.689040904,1.057796219,0,0.94605248,0,0.016416325,0.016416325,0.016416325,0.049169738,0.008833842,0.05392698,0.291698638,0.258465379,
 01/25  16:00:00,3.058019065,0.727435148,0.994370964,0,0.854885113,0,0.014834349,0.014834349,0.014834349,0.06146218,0.011042304,0.056406952,0.307913357,0.265246005,
 01/25  17:00:00,3.407868877,0.881316546,1.073712317,0,0.856394214,0,0.014860535,0.014860535,0.014860535,0.103256447,0.018551069,0.065849143,0.364207536,0.304061816,
 01/25  18:00:00,6.470838425,1.186193903,2.385064324,0,2.041069256,0,0.035651299,0.035651299,0.035651299,0.191761982,0.034451986,0.082889127,0.44245395,0.388455559,
 01/25  19:00:00,5.110973398,1.421252411,1.501356336,0,1.224265296,0,0.021271613,0.021271613,0.021271613,0.285184488,0.051236287,0.083492295,0.480371446,0.459166281,
 01/25  20:00:00,4.744117561,1.423267857,1.248317218,0,1.088515263,0,0.018888403,0.018888403,0.018888403,0.302393901,0.054328133,0.074792186,0.495837794,0.46649744,
 01/25  21:00:00,4.813947663,1.341232541,1.316712306,0,1.207510219,0,0.020953257,0.020953257,0.020953257,0.260599634,0.046819369,0.065329786,0.512884037,0.424116458,
 01/25  22:00:00,4.908950203,1.224880138,1.441101955,0,1.354916091,0,0.02351111,0.02351111,0.02351111,0.218805337,0.039310599,0.058492662,0.500910091,0.373320339,
 01/25  23:00:00,5.237939949,1.013360847,1.760208569,0,1.697900089,0,0.029462721,0.029462721,0.029462721,0.164718628,0.029593373,0.05029679,0.43347349,0.295285845,
 01/25  24:00:00,5.201798295,0.804143329,1.897867631,0,1.849815305,0,0.032098822,0.032098822,0.032098822,0.113090389,0.020317836,0.043586942,0.376680397,0.207838944,
 01/26  01:00:00,5.331271469,0.577342421,2.130634185,0,2.09443901,0,0.036343642,0.036343642,0.036343642,0.05900368,0.01060061,0.038648574,0.311572063,0.110643852,
 01/26  02:00:00,5.97530386,0.483331643,2.516686226,0,2.482187798,0,0.043072032,0.043072032,0.043072032,0.034418826,0.006183691,0.036403781,0.286875799,0.065847514,
 01/26  03:00:00,6.194155474,0.458172094,2.639924522,0,2.613059438,0,0.045342975,0.045342975,0.045342975,0.024584869,0.004416921,0.034419002,0.283549703,0.055328623,
 01/26  04:00:00,6.502150122,0.459718205,2.791671419,0,2.765080556,0,0.047980914,0.047980914,0.047980914,0.024584869,0.004416921,0.033177023,0.279558387,0.059470091,
 01/26  05:00:00,6.677060833,0.48696509,2.871960883,0,2.838690741,0,0.04925823,0.04925823,0.04925823,0.024584869,0.004416921,0.033669607,0.268998032,0.09550743,
 01/26  06:00:00,6.794445915,0.682503266,2.82255263,0,2.779756222,0,0.048235572,0.048235572,0.048235572,0.024584869,0.004416921,0.035745107,0.300180184,0.258810612,
 01/26  07:00:00,6.960861715,1.073483167,2.685657497,0,2.610057738,0,0.045290888,0.045290888,0.045290888,0.05654521,0.010158921,0.042257835,0.346828683,0.56187163,
 01/26  08:00:00,7.11251369,1.255934212,2.641590053,0,2.527516923,0,0.043858603,0.043858603,0.043858603,0.11554889,0.020759531,0.051056811,0.368531461,0.630648916,
 01/26  09:00:00,6.477698278,1.139290058,2.417737753,0,2.300194089,0,0.039913996,0.039913996,0.039913996,0.110631919,0.019876147,0.058654261,0.311572063,0.588111672,
 01/26  10:00:00,5.886416089,0.951998904,2.273774716,0,2.154963436,0,0.037393889,0.037393889,0.037393889,0.05654521,0.010158921,0.061620214,0.265173021,0.51057765,
 01/26  11:00:00,5.617210933,0.863249639,2.184479493,0,2.077079095,0,0.036042405,0.036042405,0.036042405,0.046711238,0.008392148,0.057762654,0.271409451,0.432401744,
 01/26  12:00:00,5.357448631,0.795648358,2.098691778,0,1.976496934,0,0.034297058,0.034297058,0.034297058,0.046711238,0.008392148,0.057124397,0.271492604,0.367100913,
 01/26  13:00:00,5.279097452,0.741459083,2.09585107,0,1.959181706,0,0.033996597,0.033996597,0.033996597,0.046711238,0.008392148,0.058593194,0.266919222,0.316316685,
 01/26  14:00:00,5.119277044,0.717240647,2.015118199,0,1.900008255,0,0.032969792,0.032969792,0.032969792,0.046711238,0.008392148,0.056748042,0.276149139,0.285740288,
 01/26  15:00:00,5.014596166,0.704806285,1.960823133,0,1.849079394,0,0.032086052,0.032086052,0.032086052,0.049169738,0.008833842,0.05392698,0.291698638,0.258561034,
 01/26  16:00:00,4.96710377,0.743540752,1.916849623,0,1.777363772,0,0.03084161,0.03084161,0.03084161,0.06146218,0.011042304,0.056406952,0.307913357,0.265344347,
 01/26  17:00:00,5.073063623,0.895392765,1.87832849,0,1.661010388,0,0.028822595,0.028822595,0.028822595,0.103256447,0.018551069,0.065849143,0.364207536,0.304175976,
 01/26  18:00:00,7.480304011,1.194579473,2.873248186,0,2.529253117,0,0.04388873,0.04388873,0.04388873,0.191761982,0.034451986,0.082889127,0.44245395,0.388603698,
 01/26  19:00:00,5.822469386,1.427366111,1.845140653,0,1.568049612,0,0.027209498,0.027209498,0.027209498,0.285184488,0.051236287,0.083492295,0.480371446,0.459342097,
 01/26  20:00:00,5.303746407,1.428137078,1.518660358,0,1.358858403,0,0.023579518,0.023579518,0.023579518,0.302393901,0.054328133,0.074792186,0.495837794,0.466675546,
 01/26  21:00:00,5.081307015,1.343634504,1.445830233,0,1.336628145,0,0.023193769,0.023193769,0.023193769,0.260599634,0.046819369,0.065329786,0.512884037,0.42427791,
 01/26  22:00:00,4.852484196,1.224546875,1.413747582,0,1.327561718,0,0.023036444,0.023036444,0.023036444,0.218805337,0.039310599,0.058492662,0.500910091,0.373461742,
 01/26  23:00:00,4.61155993,1.008217359,1.457470181,0,1.395161702,0,0.024209469,0.024209469,0.024209469,0.164718628,0.029593373,0.05029679,0.43347349,0.295395609,
 01/26  24:00:00,4.484470007,0.798201791,1.551197616,0,1.503145289,0,0.026083249,0.026083249,0.026083249,0.113090389,0.020317836,0.043586942,0.376680397,0.207912979,
 01/27  01:00:00,4.300501698,0.568730177,1.632520655,0,1.59632548,0,0.027700153,0.027700153,0.027700153,0.05900368,0.01060061,0.038648574,0.311572063,0.110675097,
 01/27  02:00:00,4.307792594,0.4693633,1.710888604,0,1.676390177,0,0.029089472,0.029089472,0.029089472,0.034418826,0.006183691,0.036403781,0.286875799,0.065861731,
 01/27  03:00:00,4.325235199,0.442511047,1.736801987,0,1.709936903,0,0.029671589,0.029671589,0.029671589,0.024584869,0.004416921,0.034419002,0.283549703,0.055338963,
 01/27  04:00:00,4.435760979,0.44240269,1.79312543,0,1.766534568,0,0.030653697,0.030653697,0.030653697,0.024584869,0.004416921,0.033177023,0.279558387,0.059481793,
 01/27  05:00:00,4.508226606,0.46880274,1.823904459,0,1.790634317,0,0.031071887,0.031071887,0.031071887,0.024584869,0.004416921,0.033669607,0.268998032,0.095531424,
 01/27  06:00:00,4.168988062,0.660566573,1.553815588,0,1.51101918,0,0.02621988,0.02621988,0.02621988,0.024584869,0.004416921,0.035745107,0.300180184,0.258889611,
 01/27  07:00:00,4.580135402,1.053700032,1.535132542,0,1.459532784,0,0.025326465,0.025326465,0.025326465,0.05654521,0.010158921,0.042257835,0.346828683,0.562052918,
 01/27  08:00:00,4.211908216,1.231815271,1.239832667,0,1.125759536,0,0.019534683,0.019534683,0.019534683,0.11554889,0.020759531,0.051056811,0.368531461,0.630853896,
 01/27  09:00:00,3.881483569,1.117709261,1.163077924,0,1.04553426,0,0.018142578,0.018142578,0.018142578,0.110631919,0.019876147,0.058654261,0.311572063,0.588302293,
 01/27  10:00:00,3.621423655,0.93316971,1.179183841,0,1.060372561,0,0.018400059,0.018400059,0.018400059,0.05654521,0.010158921,0.061620214,0.265173021,0.510742286,
 01/27  11:00:00,3.455001363,0.845256285,1.139569016,0,1.032168618,0,0.017910651,0.017910651,0.017910651,0.046711238,0.008392148,0.057762654,0.271409451,0.432540143,
 01/27  12:00:00,3.297914571,0.778494048,1.103407821,0,0.981212977,0,0.017026446,0.017026446,0.017026446,0.046711238,0.008392148,0.057124397,0.271492604,0.367217216,
 01/27  13:00:00,3.282470112,0.724815253,1.130973788,0,0.994304424,0,0.017253615,0.017253615,0.017253615,0.046711238,0.008392148,0.058593194,0.266919222,0.316415837,
 01/27  14:00:00,2.581236334,0.696046355,0.78861913,0,0.673509186,0,0.011687032,0.011687032,0.011687032,0.046711238,0.008392148,0.056748042,0.276149139,0.285828756,
 01/27  15:00:00,2.520906154,0.683974779,0.75576007,0,0.64401633,0,0.011175259,0.011175259,0.011175259,0.049169738,0.008833842,0.05392698,0.291698638,0.25864032,
 01/27  16:00:00,2.701230361,0.724621769,0.82187319,0,0.682387339,0,0.01184109,0.01184109,0.01184109,0.06146218,0.011042304,0.056406952,0.307913357,0.265425884,
 01/27  17:00:00,3.15969426,0.8794426,0.953686103,0,0.736368001,0,0.012777787,0.012777787,0.012777787,0.103256447,0.018551069,0.065849143,0.364207536,0.304270619,
 01/27  18:00:00,6.118574491,1.183457171,2.214812222,0,1.870817154,0,0.032643633,0.032643633,0.032643633,0.191761982,0.034451986,0.082889127,0.44245395,0.388726493,
 01/27  19:00:00,5.014090801,1.42075385,1.454394545,0,1.177303504,0,0.020451462,0.020451462,0.020451462,0.285184488,0.051236287,0.083492295,0.480371446,0.459487871,
 01/27  20:00:00,4.827027283,1.424286093,1.288224233,0,1.128422279,0,0.019580888,0.019580888,0.019580888,0.302393901,0.054328133,0.074792186,0.495837794,0.466823192,
 01/27  21:00:00,4.920705413,1.342420533,1.368158119,0,1.258956031,0,0.021845968,0.021845968,0.021845968,0.260599634,0.046819369,0.065329786,0.512884037,0.42441174,
 01/27  22:00:00,5.147646219,1.227138099,1.556321959,0,1.470136095,0,0.025510459,0.025510459,0.025510459,0.218805337,0.039310599,0.058492662,0.500910091,0.373578952,
 01/27  23:00:00,5.13713311,1.012714624,1.711398716,0,1.649090236,0,0.028615751,0.028615751,0.028615751,0.164718628,0.029593373,0.05029679,0.43347349,0.295486593,
 01/27  24:00:00,5.332558585,0.805374066,1.960989431,0,1.912937104,0,0.03319414,0.03319414,0.03319414,0.113090389,0.020317836,0.043586942,0.376680397,0.207974363,
 01/28  01:00:00,5.59639793,0.587666324,2.254643449,0,2.218448273,0,0.038495506,0.038495506,0.038495506,0.05900368,0.01060061,0.038977013,0.311572063,0.118487452,
 01/28  02:00:00,5.854314828,0.48633082,2.456167334,0,2.421668906,0,0.042021881,0.042021881,0.042021881,0.034418826,0.006183691,0.036603809,0.286875799,0.069696813,
 01/28  03:00:00,5.977283329,0.459487066,2.533540278,0,2.506675194,0,0.043496948,0.043496948,0.043496948,0.024584869,0.004416921,0.034538454,0.283549703,0.058370171,
 01/28  04:00:00,6.280293982,0.461268113,2.682753419,0,2.656162557,0,0.04609092,0.04609092,0.04609092,0.024584869,0.004416921,0.033276956,0.279558387,0.06281006,
 01/28  05:00:00,6.462646852,0.492179284,2.764854202,0,2.73158406,0,0.047399667,0.047399667,0.047399667,0.024584869,0.004416921,0.033830483,0.268998032,0.102419311,
 01/28  06:00:00,6.80887464,0.703969737,2.81897677,0,2.776180362,0,0.048173522,0.048173522,0.048173522,0.024584869,0.004416921,0.036045231,0.300180184,0.28003901,
 01/28  07:00:00,8.532689847,1.135983183,3.420884394,0,3.345284636,0,0.058048874,0.058048874,0.058048874,0.05654521,0.010158921,0.042858198,0.346828683,0.611013298,
 01/28  08:00:00,8.982806112,1.32925273,3.516726187,0,3.402653057,0,0.059044357,0.059044357,0.059044357,0.11554889,0.020759531,0.052201185,0.368531461,0.687637308,
 01/28  09:00:00,7.430561264,1.204942118,2.849186232,0,2.731642569,0,0.047400683,0.047400683,0.047400683,0.110631919,0.019876147,0.060508167,0.311572063,0.64442314,
 01/28  10:00:00,6.857135899,1.011164757,2.716943837,0,2.598132557,0,0.045083957,0.045083957,0.045083957,0.05654521,0.010158921,0.063765725,0.265173021,0.559907922,
 01/28  11:00:00,6.116874997,0.910161668,2.404129757,0,2.296729358,0,0.039853874,0.039853874,0.039853874,0.046711238,0.008392148,0.059779755,0.271409451,0.473485202,
 01/28  12:00:00,5.10195828,0.828446825,1.957343086,0,1.835148242,0,0.031844312,0.031844312,0.031844312,0.046711238,0.008392148,0.058891201,0.271492604,0.400585322,
 01/28  13:00:00,4.059560958,0.761267566,1.491135281,0,1.354465917,0,0.023503298,0.023503298,0.023503298,0.046711238,0.008392148,0.060159692,0.266919222,0.345051969,
 01/28  14:00:00,3.66344893,0.730888029,1.298286837,0,1.183176893,0,0.020531014,0.020531014,0.020531014,0.046711238,0.008392148,0.058251604,0.276149139,0.310322887,
 01/28  15:00:00,3.422044654,0.715067977,1.179121321,0,1.067377582,0,0.018521613,0.018521613,0.018521613,0.049169738,0.008833842,0.055210717,0.291698638,0.281103428,
 01/28  16:00:00,3.395302987,0.754236054,1.14508793,0,1.005602079,0,0.017449657,0.017449657,0.017449657,0.06146218,0.011042304,0.057610112,0.307913357,0.288228443,
 01/28  17:00:00,3.907391966,0.915893522,1.299677176,0,1.082359074,0,0.018781578,0.018781578,0.018781578,0.103256447,0.018551069,0.067102408,0.364207536,0.333464483,
 01/28  18:00:00,7.261450699,1.230733672,2.747898418,0,2.40390335,0,0.041999443,0.041999443,0.041999443,0.191761982,0.034451986,0.084249012,0.44245395,0.425287299,
 01/28  19:00:00,5.624887338,1.476000442,1.724233385,0,1.447142345,0,0.025145209,0.025145209,0.025145209,0.285184488,0.051236287,0.085283318,0.480371446,0.508249692,
 01/28  20:00:00,5.23707904,1.48429719,1.45779812,0,1.297996165,0,0.02252341,0.02252341,0.02252341,0.302393901,0.054328133,0.076857507,0.495837794,0.521826446,
 01/28  21:00:00,5.221219709,1.398623695,1.486322926,0,1.377120838,0,0.023896416,0.023896416,0.023896416,0.260599634,0.046819369,0.067159962,0.512884037,0.476734277,
 01/28  22:00:00,5.303746616,1.272905487,1.609345625,0,1.523159761,0,0.026430549,0.026430549,0.026430549,0.218805337,0.039310599,0.060018069,0.500910091,0.416900843,
 01/28  23:00:00,5.204845457,1.048797215,1.726311915,0,1.664003435,0,0.028874531,0.028874531,0.028874531,0.164718628,0.029593373,0.051323808,0.43347349,0.330283385,
 01/28  24:00:00,5.313506436,0.827657764,1.940540427,0,1.892488101,0,0.032839299,0.032839299,0.032839299,0.113090389,0.020317836,0.044213625,0.376680397,0.229986217,
 01/29  01:00:00,5.275077831,0.584992863,2.099361902,0,2.063166727,0,0.035800991,0.035800991,0.035800991,0.05900368,0.01060061,0.038977013,0.311572063,0.118508506,
 01/29  02:00:00,5.395575175,0.482493373,2.234486293,0,2.199987865,0,0.038175173,0.038175173,0.038175173,0.034418826,0.006183691,0.036603809,0.286875799,0.069706075,
 01/29  03:00:00,5.614499296,0.456451668,2.358229078,0,2.331363993,0,0.04045487,0.04045487,0.04045487,0.024584869,0.004416921,0.034538454,0.283549703,0.058376851,
 01/29  04:00:00,5.713290963,0.456521141,2.408757155,0,2.382166292,0,0.041336414,0.041336414,0.041336414,0.024584869,0.004416921,0.033276956,0.279558387,0.062817594,
 01/29  05:00:00,5.809838447,0.4867207,2.449390395,0,2.416120253,0,0.041925598,0.041925598,0.041925598,0.024584869,0.004416921,0.033830483,0.268998032,0.102434797,
 01/29  06:00:00,6.047170843,0.6976328,2.450874551,0,2.408078143,0,0.041786048,0.041786048,0.041786048,0.024584869,0.004416921,0.036045231,0.300180184,0.280089547,
 01/29  07:00:00,6.350890899,1.117803376,2.366518564,0,2.290918806,0,0.039753047,0.039753047,0.039753047,0.05654521,0.010158921,0.042858198,0.346828683,0.611129317,
 01/29  08:00:00,7.818257765,1.319618179,2.953918427,0,2.839845297,0,0.049278265,0.049278265,0.049278265,0.11554889,0.020759531,0.052201185,0.368531461,0.687768849,
 01/29  09:00:00,6.725492172,1.199151983,2.508416536,0,2.390872872,0,0.041487495,0.041487495,0.041487495,0.110631919,0.019876147,0.060508167,0.311572063,0.644546193,
 01/29  10:00:00,6.091484549,1.004850199,2.346907007,0,2.228095727,0,0.038662913,0.038662913,0.038662913,0.05654521,0.010158921,0.063765725,0.265173021,0.560014409,
 01/29  11:00:00,5.81538197,0.907722316,2.25839617,0,2.150995772,0,0.03732504,0.03732504,0.03732504,0.046711238,0.008392148,0.059779755,0.271409451,0.473574684,
 01/29  12:00:00,5.469385679,0.831602152,2.134858629,0,2.012663784,0,0.034924641,0.034924641,0.034924641,0.046711238,0.008392148,0.058891201,0.271492604,0.40066032,
 01/29  13:00:00,5.225533531,0.771107928,2.054536794,0,1.91786743,0,0.033279693,0.033279693,0.033279693,0.046711238,0.008392148,0.060159692,0.266919222,0.345115936,
 01/29  14:00:00,5.024537438,0.742357441,1.955977569,0,1.840867625,0,0.031943558,0.031943558,0.031943558,0.046711238,0.008392148,0.058251604,0.276149139,0.310379755,
 01/29  15:00:00,4.835822457,0.726973455,1.862275879,0,1.75053214,0,0.030376016,0.030376016,0.030376016,0.049169738,0.008833842,0.055210717,0.291698638,0.281154503,
 01/29  16:00:00,4.856020924,0.766536486,1.85092469,0,1.711438839,0,0.029697652,0.029697652,0.029697652,0.06146218,0.011042304,0.057610112,0.307913357,0.28828088,
 01/29  17:00:00,5.079682485,0.925784309,1.866132951,0,1.648814849,0,0.028610972,0.028610972,0.028610972,0.103256447,0.018551069,0.067102408,0.364207536,0.333525877,
 01/29  18:00:00,7.462476129,1.23222174,2.84555401,0,2.501558942,0,0.043408169,0.043408169,0.043408169,0.191761982,0.034451986,0.084249012,0.44245395,0.425366641,
 01/29  19:00:00,5.75346421,1.477140337,1.786384779,0,1.509293738,0,0.026189939,0.026189939,0.026189939,0.285184488,0.051236287,0.085283318,0.480371446,0.508344858,
 01/29  20:00:00,5.249291832,1.484496268,1.463652593,0,1.303850639,0,0.022624999,0.022624999,0.022624999,0.302393901,0.054328133,0.076857507,0.495837794,0.521923934,
 01/29  21:00:00,5.121115844,1.397872438,1.437906829,0,1.328704741,0,0.023056278,0.023056278,0.023056278,0.260599634,0.046819369,0.067159962,0.512884037,0.476823158,
 01/29  22:00:00,4.998047123,1.270418861,1.461585199,0,1.375399335,0,0.023866544,0.023866544,0.023866544,0.218805337,0.039310599,0.060018069,0.500910091,0.416978222,
 01/29  23:00:00,4.954424896,1.046757169,1.605272161,0,1.542963682,0,0.026774195,0.026774195,0.026774195,0.164718628,0.029593373,0.051323808,0.43347349,0.330343675,
 01/29  24:00:00,4.944415146,0.824602867,1.762165103,0,1.714112776,0,0.029744051,0.029744051,0.029744051,0.113090389,0.020317836,0.044213625,0.376680397,0.230026569,
 01/30  01:00:00,5.054241803,0.575108104,1.996722065,0,1.96052689,0,0.034019939,0.034019939,0.034019939,0.05900368,0.01060061,0.038648574,0.311572063,0.110733239,
 01/30  02:00:00,5.15384829,0.476483054,2.119715359,0,2.085216932,0,0.036183616,0.036183616,0.036183616,0.034418826,0.006183691,0.036403781,0.286875799,0.06588734,
 01/30  03:00:00,5.222083601,0.450049619,2.170176733,0,2.143311648,0,0.037191702,0.037191702,0.037191702,0.024584869,0.004416921,0.034419002,0.283549703,0.055357422,
 01/30  04:00:00,5.295318711,0.449630908,2.208479083,0,2.18188822,0,0.0378611,0.0378611,0.0378611,0.024584869,0.004416921,0.033177023,0.279558387,0.059502608,
 01/30  05:00:00,5.298359467,0.475470233,2.205699525,0,2.172429382,0,0.037696966,0.037696966,0.037696966,0.024584869,0.004416921,0.033669607,0.268998032,0.095573838,
