Date/Time,Net,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,
 03/09  13:00:00,29.65908433,1.831116162,12.88396786,0,12.85801417,0,0.383826674,0.383826674,0.383826674,0.099467783,0.022483705,0.436348173,0.376206452,0.490013374,
 03/09  14:00:00,26.51996656,1.718614195,11.44789829,0,11.42104715,0,0.340920247,0.340920247,0.340920247,0.099467783,0.022483705,0.398479236,0.389215461,0.445277763,
 03/09  15:00:00,26.38945803,1.665401012,11.41534161,0,11.38697853,0,0.339899263,0.339899263,0.339899263,0.099467783,0.022483705,0.368956064,0.411131537,0.400692659,
 03/09  16:00:00,24.2116799,1.690826,10.33695373,0,10.30701401,0,0.30766187,0.30766187,0.30766187,0.114770522,0.025942735,0.379202089,0.4339852,0.406493584,
 03/09  17:00:00,24.6216305,1.953404831,10.30999628,0,10.27458285,0,0.30669033,0.30669033,0.30669033,0.175981527,0.039778854,0.434486733,0.51332843,0.460368956,
 03/09  18:00:00,28.94130221,2.542147204,11.89533914,0,11.85231747,0,0.353834186,0.353834186,0.353834186,0.351962928,0.079557737,0.534863171,0.623612004,0.575547177,
 03/09  19:00:00,31.57684414,3.111241425,12.69033242,0,12.64362388,0,0.377528276,0.377528276,0.377528276,0.680971721,0.153926919,0.487108527,0.677054416,0.681881565,
 03/09  20:00:00,33.17734115,3.457680589,13.12551156,0,13.07729916,0,0.390540404,0.390540404,0.390540404,1.017631974,0.230025609,0.398717754,0.698853295,0.699141553,
 03/09  21:00:00,35.76059005,3.504363183,14.30440577,0,14.25453589,0,0.425762823,0.425762823,0.425762823,1.094145605,0.247320758,0.355651437,0.72287894,0.63583362,
 03/09  22:00:00,37.18120633,3.203634828,15.24811244,0,15.19940684,0,0.454027173,0.454027173,0.454027173,0.918164203,0.207541904,0.33626221,0.706002389,0.558866948,
 03/09  23:00:00,38.42753622,2.675038091,16.30357193,0,16.26142347,0,0.485778453,0.485778453,0.485778453,0.688623058,0.155656428,0.274933291,0.610954591,0.436322269,
 03/09  24:00:00,40.0491515,2.162650154,17.52123641,0,17.48461019,0,0.522336988,0.522336988,0.522336988,0.482036179,0.108959508,0.191739927,0.530908171,0.303899381,
 03/10  01:00:00,40.96482858,1.608372905,18.43242094,0,18.40212548,0,0.549752436,0.549752436,0.549752436,0.24484382,0.055344494,0.133321705,0.439141924,0.163198525,
 03/10  02:00:00,41.14497578,1.377786003,18.71259507,0,18.68470092,0,0.557072289,0.557072289,0.557072289,0.145376049,0.032860789,0.116106044,0.404334038,0.099266795,
 03/10  03:00:00,41.12939969,1.284779087,18.78900204,0,18.76143131,0,0.557072289,0.557072289,0.557072289,0.099467783,0.022483705,0.101372793,0.399646107,0.081966411,
 03/10  04:00:00,41.18218041,1.274902192,18.82757335,0,18.80039071,0,0.557072289,0.557072289,0.557072289,0.099467783,0.022483705,0.092125217,0.39402059,0.086962608,
 03/10  05:00:00,41.41883428,1.322115453,18.9236151,0,18.89745929,0,0.557072289,0.557072289,0.557072289,0.099467783,0.022483705,0.103339676,0.379136409,0.137845591,
 03/10  06:00:00,42.06984939,1.61263617,19.07152783,0,19.04234004,0,0.557072289,0.557072289,0.557072289,0.107119159,0.02421322,0.117710341,0.423085761,0.360665401,
 03/10  07:00:00,42.95170562,2.230870731,19.10443391,0,19.07071029,0,0.557072289,0.557072289,0.557072289,0.168330064,0.038049345,0.179260421,0.488833992,0.776554621,
 03/10  08:00:00,40.58218275,2.626463256,17.63658778,0,17.60075391,0,0.521517909,0.521517909,0.521517909,0.298403312,0.067451116,0.268546904,0.519422741,0.890851274,
 03/10  09:00:00,36.84816279,2.429480612,15.97563425,0,15.94533878,0,0.475863315,0.475863315,0.475863315,0.237192357,0.053614985,0.340169937,0.439141924,0.860728094,
 03/10  10:00:00,31.24178848,2.130010662,13.49744675,0,13.47166286,0,0.402322922,0.402322922,0.402322922,0.122421885,0.027672253,0.411860013,0.373745289,0.7692183,
 03/10  11:00:00,28.46578492,1.981862626,12.2413117,0,12.21492142,0,0.364757716,0.364757716,0.364757716,0.099467783,0.022483705,0.428929376,0.382535159,0.660918886,
 03/10  12:00:00,22.43992343,1.819083671,9.426955309,0,9.400556938,0,0.280680172,0.280680172,0.280680172,0.099467783,0.022483705,0.446683152,0.382652357,0.564346501,
 03/10  13:00:00,19.63626074,1.688992219,8.155314015,0,8.129360333,0,0.242696019,0.242696019,0.242696019,0.099467783,0.022483705,0.436348173,0.376206452,0.489020087,
 03/10  14:00:00,17.25316554,1.587259397,7.075913406,0,7.04906226,0,0.210428096,0.210428096,0.210428096,0.099467783,0.022483705,0.398479236,0.389215461,0.444415116,
 03/10  15:00:00,16.98422286,1.532225349,6.977982201,0,6.949619112,0,0.20745237,0.20745237,0.20745237,0.099467783,0.022483705,0.368956064,0.411131537,0.399963889,
 03/10  16:00:00,16.48478241,1.581286607,6.691493347,0,6.661553633,0,0.198849427,0.198849427,0.198849427,0.114770522,0.025942735,0.379202089,0.4339852,0.405766634,
 03/10  17:00:00,18.41328764,1.865078616,7.381107951,0,7.345694516,0,0.219277004,0.219277004,0.219277004,0.175981527,0.039778854,0.434486733,0.51332843,0.459456068,
 03/10  18:00:00,22.78078789,2.454190146,8.989174549,0,8.946152885,0,0.26709149,0.26709149,0.26709149,0.351962928,0.079557737,0.534863171,0.623612004,0.574332815,
 03/10  19:00:00,24.43460077,3.009226974,9.321104011,0,9.274395469,0,0.276937577,0.276937577,0.276937577,0.680971721,0.153926919,0.487108527,0.677054416,0.680457815,
 03/10  20:00:00,27.17411806,3.371639793,10.29375173,0,10.24553933,0,0.30598619,0.30598619,0.30598619,1.017631974,0.230025609,0.398717754,0.698853295,0.697654971,
 03/10  21:00:00,28.18950355,3.396384798,10.73285621,0,10.68298633,0,0.319093156,0.319093156,0.319093156,1.094145605,0.247320758,0.355651437,0.72287894,0.634524902,
 03/10  22:00:00,29.71633492,3.09731211,11.7266224,0,11.6779168,0,0.348837635,0.348837635,0.348837635,0.918164203,0.207541904,0.33626221,0.706002389,0.557733769,
 03/10  23:00:00,31.99839885,2.583605918,13.27062579,0,13.22847734,0,0.395174146,0.395174146,0.395174146,0.688623058,0.155656428,0.274933291,0.610954591,0.435494403,
 03/10  24:00:00,30.18923447,2.023237042,12.86945042,0,12.83282419,0,0.383359679,0.383359679,0.383359679,0.482036179,0.108959508,0.191739927,0.530908171,0.303463577,
 03/11  01:00:00,30.77128711,1.484173665,13.61006573,0,13.57977026,0,0.405652073,0.405652073,0.405652073,0.24484382,0.055344494,0.140991002,0.439141924,0.175430352,
 03/11  02:00:00,31.53891149,1.25437308,14.17090336,0,14.14300922,0,0.422448017,0.422448017,0.422448017,0.145376049,0.032860789,0.120710905,0.404334038,0.105873282,
 03/11  03:00:00,33.03325244,1.181605507,14.95767501,0,14.93010427,0,0.445950274,0.445950274,0.445950274,0.099467783,0.022483705,0.104419238,0.399646107,0.086868399,
 03/11  04:00:00,37.15225373,1.229001097,16.9137372,0,16.88655456,0,0.504423536,0.504423536,0.504423536,0.099467783,0.022483705,0.093718188,0.39402059,0.092117295,
 03/11  05:00:00,38.9959564,1.308145811,17.75862152,0,17.73246571,0,0.529726478,0.529726478,0.529726478,0.099467783,0.022483705,0.106456024,0.379136409,0.148105411,
 03/11  06:00:00,39.803636,1.625381657,17.96168272,0,17.93249493,0,0.535722911,0.535722911,0.535722911,0.107119159,0.02421322,0.122489815,0.423085761,0.38998079,
 03/11  07:00:00,42.30411959,2.310388048,18.73468402,0,18.7009604,0,0.557072289,0.557072289,0.557072289,0.168330064,0.038049345,0.191656852,0.488833992,0.843675507,
 03/11  08:00:00,33.39000815,2.632869335,14.17509948,0,14.13926561,0,0.421420465,0.421420465,0.421420465,0.298403312,0.067451116,0.29323516,0.519422741,0.972666541,
 03/11  09:00:00,31.95485399,2.481975655,13.59027816,0,13.5599827,0,0.404884917,0.404884917,0.404884917,0.237192357,0.053614985,0.378013455,0.439141924,0.946358017,
 03/11  10:00:00,29.26713985,2.231002428,12.47900003,0,12.45321614,0,0.371895194,0.371895194,0.371895194,0.122421885,0.027672253,0.464396247,0.373745289,0.848101559,
 03/11  11:00:00,27.21310811,2.088753229,11.56226433,0,11.53587404,0,0.344466072,0.344466072,0.344466072,0.099467783,0.022483705,0.488331644,0.382535159,0.728698866,
 03/11  12:00:00,23.02631386,1.942305734,9.619316508,0,9.592918137,0,0.286416534,0.286416534,0.286416534,0.099467783,0.022483705,0.507920037,0.382652357,0.620595317,
 03/11  13:00:00,20.38219006,1.801825892,8.431606735,0,8.405653054,0,0.250939781,0.250939781,0.250939781,0.099467783,0.022483705,0.492127096,0.376206452,0.537831074,
 03/11  14:00:00,18.65741538,1.698193386,7.67052683,0,7.643675685,0,0.22817353,0.22817353,0.22817353,0.099467783,0.022483705,0.44933194,0.389215461,0.486750967,
 03/11  15:00:00,16.79923613,1.611839437,6.829520431,0,6.801157342,0,0.203011109,0.203011109,0.203011109,0.099467783,0.022483705,0.414602565,0.411131537,0.438372737,
 03/11  16:00:00,14.91896463,1.638925632,5.893882062,0,5.863942348,0,0.17502619,0.17502619,0.17502619,0.114770522,0.025942735,0.422437557,0.4339852,0.443993428,
 03/11  17:00:00,14.85449228,1.901956002,5.640297976,0,5.604884541,0,0.167291325,0.167291325,0.167291325,0.175981527,0.039778854,0.476390972,0.51332843,0.506414894,
 03/11  18:00:00,17.41225084,2.474271475,6.390671058,0,6.347649394,0,0.189473051,0.189473051,0.189473051,0.351962928,0.079557737,0.576107089,0.623612004,0.630788665,
 03/11  19:00:00,19.57801706,3.051892298,6.95739967,0,6.910691128,0,0.20631456,0.20631456,0.20631456,0.680971721,0.153926919,0.527137229,0.677054416,0.753717455,
 03/11  20:00:00,22.44599941,3.424658861,7.986629444,0,7.938417044,0,0.237037739,0.237037739,0.237037739,1.017631974,0.230025609,0.438669968,0.698853295,0.779670277,
 03/11  21:00:00,23.40947001,3.445537892,8.402417989,0,8.352548111,0,0.249434894,0.249434894,0.249434894,1.094145605,0.247320758,0.396316036,0.72287894,0.712671659,
 03/11  22:00:00,26.77337906,3.160707809,10.26810932,0,10.21940372,0,0.305215391,0.305215391,0.305215391,0.918164203,0.207541904,0.377803543,0.706002389,0.623210379,
 03/11  23:00:00,28.65515973,2.619311029,11.63790001,0,11.59575155,0,0.346340343,0.346340343,0.346340343,0.688623058,0.155656428,0.307942038,0.610954591,0.487024571,
 03/11  24:00:00,30.03035999,2.070193862,12.76237626,0,12.72575003,0,0.380090688,0.380090688,0.380090688,0.482036179,0.108959508,0.209863913,0.530908171,0.335565402,
 03/12  01:00:00,30.97853837,1.48672341,13.70811584,0,13.67782038,0,0.408519165,0.408519165,0.408519165,0.24484382,0.055344494,0.140991002,0.439141924,0.175113005,
 03/12  02:00:00,31.97999421,1.260408358,14.37916373,0,14.35126959,0,0.428623584,0.428623584,0.428623584,0.145376049,0.032860789,0.120710905,0.404334038,0.105732993,
 03/12  03:00:00,31.98543156,1.166721888,14.463417,0,14.43584627,0,0.43114319,0.43114319,0.43114319,0.099467783,0.022483705,0.104419238,0.399646107,0.086791865,
 03/12  04:00:00,32.97918951,1.170101871,14.94500443,0,14.91782179,0,0.445523717,0.445523717,0.445523717,0.099467783,0.022483705,0.093718188,0.39402059,0.092117888,
 03/12  05:00:00,35.25856273,1.255202047,15.99560889,0,15.96945308,0,0.476918265,0.476918265,0.476918265,0.099467783,0.022483705,0.106456024,0.379136409,0.14796986,
 03/12  06:00:00,37.05827565,1.58574255,16.66706905,0,16.63788127,0,0.496891607,0.496891607,0.496891607,0.107119159,0.02421322,0.122489815,0.423085761,0.389172987,
 03/12  07:00:00,37.0094253,2.235174503,16.23476734,0,16.20104372,0,0.483856493,0.483856493,0.483856493,0.168330064,0.038049345,0.191656852,0.488833992,0.841677758,
 03/12  08:00:00,32.32365192,2.616206369,13.67158944,0,13.63575558,0,0.407196068,0.407196068,0.407196068,0.298403312,0.067451116,0.29323516,0.519422741,0.970227973,
 03/12  09:00:00,28.56412171,2.431823022,11.99162815,0,11.96133268,0,0.357125045,0.357125045,0.357125045,0.237192357,0.053614985,0.378013455,0.439141924,0.943965256,
 03/12  10:00:00,23.41468879,2.146417689,9.718907687,0,9.693123796,0,0.289334647,0.289334647,0.289334647,0.122421885,0.027672253,0.464396247,0.373745289,0.846077367,
 03/12  11:00:00,19.36889265,1.976503137,7.862209463,0,7.835819178,0,0.233847526,0.233847526,0.233847526,0.099467783,0.022483705,0.488331644,0.382535159,0.72706732,
 03/12  12:00:00,13.27334889,1.803585128,5.018391889,0,4.991993518,0,0.14895149,0.14895149,0.14895149,0.099467783,0.022483705,0.507920037,0.382652357,0.619339755,
 03/12  13:00:00,10.67459272,1.664017629,3.851907259,0,3.825953577,0,0.114143072,0.114143072,0.114143072,0.099467783,0.022483705,0.492127096,0.376206452,0.53681952,
 03/12  14:00:00,8.055487794,1.548005433,2.66870326,0,2.641852114,0,0.078809366,0.078809366,0.078809366,0.099467783,0.022483705,0.44933194,0.389215461,0.485927178,
 03/12  15:00:00,6.385015965,1.464479387,1.916141806,0,1.887778717,0,0.056310155,0.056310155,0.056310155,0.099467783,0.022483705,0.414602565,0.411131537,0.437713642,
 03/12  16:00:00,5.508957195,1.505666559,1.454318732,0,1.424379018,0,0.042485624,0.042485624,0.042485624,0.114770522,0.025942735,0.422437557,0.4339852,0.443274921,
 03/12  17:00:00,6.296344832,1.780530576,1.602751363,0,1.567337928,0,0.046748394,0.046748394,0.046748394,0.175981527,0.039778854,0.476390972,0.51332843,0.505532399,
 03/12  18:00:00,9.078811024,2.355642706,2.459357026,0,2.416335362,0,0.072078724,0.072078724,0.072078724,0.351962928,0.079557737,0.576107089,0.623612004,0.629554222,
 03/12  19:00:00,13.5792043,2.965628989,4.127934266,0,4.081225724,0,0.121775012,0.121775012,0.121775012,0.680971721,0.153926919,0.527137229,0.677054416,0.751993693,
 03/12  20:00:00,16.42159628,3.337974298,5.145145455,0,5.096933055,0,0.152120875,0.152120875,0.152120875,1.017631974,0.230025609,0.438669968,0.698853295,0.777902578,
 03/12  21:00:00,19.93965623,3.394922284,6.766233958,0,6.71636408,0,0.200491522,0.200491522,0.200491522,1.094145605,0.247320758,0.396316036,0.72287894,0.710999424,
 03/12  22:00:00,22.3139133,3.096366778,8.164906228,0,8.116200627,0,0.24230921,0.24230921,0.24230921,0.918164203,0.207541904,0.377803543,0.706002389,0.621775529,
 03/12  23:00:00,23.48831095,2.545380656,9.200792261,0,9.158643806,0,0.273439371,0.273439371,0.273439371,0.688623058,0.155656428,0.307942038,0.610954591,0.485995169,
 03/12  24:00:00,24.53056408,1.991986843,10.16800767,0,10.13138145,0,0.30247345,0.30247345,0.30247345,0.482036179,0.108959508,0.209863913,0.530908171,0.334975621,
 03/13  01:00:00,25.44868886,1.389056134,11.11237707,0,11.0820816,0,0.330840704,0.330840704,0.330840704,0.24484382,0.055344494,0.133321705,0.439141924,0.162793487,
 03/13  02:00:00,26.54752073,1.17292973,11.82369808,0,11.79580393,0,0.352137355,0.352137355,0.352137355,0.145376049,0.032860789,0.116106044,0.404334038,0.099345456,
 03/13  03:00:00,27.72687598,1.09901752,12.45954829,0,12.43197756,0,0.371120739,0.371120739,0.371120739,0.099467783,0.022483705,0.101372793,0.399646107,0.082156393,
 03/13  04:00:00,29.3647772,1.112484818,13.24388118,0,13.21669853,0,0.394538458,0.394538458,0.394538458,0.099467783,0.022483705,0.092125217,0.39402059,0.087079065,
 03/13  05:00:00,30.50080467,1.174623393,13.75903791,0,13.7328821,0,0.409944564,0.409944564,0.409944564,0.099467783,0.022483705,0.103339676,0.379136409,0.137481255,
 03/13  06:00:00,30.60171175,1.459702391,13.64008722,0,13.61089943,0,0.406298076,0.406298076,0.406298076,0.107119159,0.02421322,0.117710341,0.423085761,0.358505834,
 03/13  07:00:00,31.01528338,2.068831771,13.45203377,0,13.41831015,0,0.400544622,0.400544622,0.400544622,0.168330064,0.038049345,0.179260421,0.488833992,0.771043327,
 03/13  08:00:00,27.37025632,2.437612414,11.39862376,0,11.36278989,0,0.339135394,0.339135394,0.339135394,0.298403312,0.067451116,0.268546904,0.519422741,0.884382947,
 03/13  09:00:00,21.78658354,2.211248584,8.872012679,0,8.841717213,0,0.263828619,0.263828619,0.263828619,0.237192357,0.053614985,0.340169937,0.439141924,0.854530762,
 03/13  10:00:00,14.64943805,1.890705271,5.671779862,0,5.645995971,0,0.168419169,0.168419169,0.168419169,0.122421885,0.027672253,0.411860013,0.373745289,0.763816662,
 03/13  11:00:00,11.14096854,1.733224824,4.069494681,0,4.043104395,0,0.120576204,0.120576204,0.120576204,0.099467783,0.022483705,0.428929376,0.382535159,0.656462596,
 03/13  12:00:00,7.249453048,1.601407041,2.261604268,0,2.235205897,0,0.066649615,0.066649615,0.066649615,0.099467783,0.022483705,0.446683152,0.382652357,0.560700429,
 03/13  13:00:00,4.467385518,1.472364127,0.999687584,0,0.973733902,0,0.029031264,0.029031264,0.029031264,0.099467783,0.022483705,0.436348173,0.376206452,0.48605675,
 03/13  14:00:00,2.319495027,1.374435585,0.030948951,0,0.004097805,0,0.000122167,0.000122167,0.000122167,0.099467783,0.022483705,0.398479236,0.389215461,0.441897233,
 03/13  15:00:00,2.253022046,1.322619868,0.028363089,0,0,0,0,0,0,0.099467783,0.022483705,0.368956064,0.411131537,0.397810778,
 03/13  16:00:00,2.364029226,1.380188965,0.029939715,0,0,0,0,0,0,0.114770522,0.025942735,0.379202089,0.4339852,0.403518419,
 03/13  17:00:00,2.842115537,1.643126558,0.035413435,0,0,0,0,0,0,0.175981527,0.039778854,0.434486733,0.51332843,0.456781014,
 03/13  18:00:00,3.816623089,2.183605585,0.043021664,0,0,0,0,0,0,0.351962928,0.079557737,0.534863171,0.623612004,0.570839744,
 03/13  19:00:00,8.363856011,2.778372614,1.740747745,0,1.694039204,0,0.050544955,0.050544955,0.050544955,0.680971721,0.153926919,0.487108527,0.677054416,0.675996076,
 03/13  20:00:00,10.84770297,3.13693272,2.593008792,0,2.544796392,0,0.075912146,0.075912146,0.075912146,1.017631974,0.230025609,0.398717754,0.698853295,0.693021942,
 03/13  21:00:00,9.610990613,3.130482599,1.969303752,0,1.919433873,0,0.057257883,0.057257883,0.057257883,1.094145605,0.247320758,0.355651437,0.72287894,0.630457976,
 03/13  22:00:00,13.8971678,2.870699067,4.264921258,0,4.216215657,0,0.125787038,0.125787038,0.125787038,0.918164203,0.207541904,0.33626221,0.706002389,0.554171323,
 03/13  23:00:00,15.22306167,2.344447464,5.357415754,0,5.315267298,0,0.158587928,0.158587928,0.158587928,0.688623058,0.155656428,0.274933291,0.610954591,0.432922167,
 03/13  24:00:00,17.60412611,1.844100882,6.932866785,0,6.896240562,0,0.205758031,0.205758031,0.205758031,0.482036179,0.108959508,0.191739927,0.530908171,0.301929065,
 03/14  01:00:00,17.7309655,1.280139642,7.471232557,0,7.440937091,0,0.222001422,0.222001422,0.222001422,0.24484382,0.055344494,0.133321705,0.439141924,0.162716277,
 03/14  02:00:00,18.01362902,1.05271406,7.797381666,0,7.769487522,0,0.231789618,0.231789618,0.231789618,0.145376049,0.032860789,0.116106044,0.404334038,0.099477523,
 03/14  03:00:00,20.12743431,0.991988553,8.874158647,0,8.846587913,0,0.263909603,0.263909603,0.263909603,0.099467783,0.022483705,0.101372793,0.399646107,0.082338562,
 03/14  04:00:00,21.74741658,1.005168561,9.650075948,0,9.622893307,0,0.287060489,0.287060489,0.287060489,0.099467783,0.022483705,0.092125217,0.39402059,0.087240777,
 03/14  05:00:00,23.37892242,1.074114325,10.39912899,0,10.37297318,0,0.309426118,0.309426118,0.309426118,0.099467783,0.022483705,0.103339676,0.379136409,0.137490634,
 03/14  06:00:00,22.72621762,1.347970035,9.924883059,0,9.895695274,0,0.295180256,0.295180256,0.295180256,0.107119159,0.02421322,0.117710341,0.423085761,0.357891298,
 03/14  07:00:00,23.23182994,1.957264812,9.780815211,0,9.747091595,0,0.290728166,0.290728166,0.290728166,0.168330064,0.038049345,0.179260421,0.488833992,0.769292825,
 03/14  08:00:00,19.17531861,2.319998175,7.533276781,0,7.497442913,0,0.223592222,0.223592222,0.223592222,0.298403312,0.067451116,0.268546904,0.519422741,0.88231188,
 03/14  09:00:00,17.26962505,2.145466532,6.741987995,0,6.711692529,0,0.200119596,0.200119596,0.200119596,0.237192357,0.053614985,0.340169937,0.439141924,0.852457733,
 03/14  10:00:00,12.93784927,1.864640354,4.865254633,0,4.839470742,0,0.144261367,0.144261367,0.144261367,0.122421885,0.027672253,0.411860013,0.373745289,0.761909547,
 03/14  11:00:00,10.5048119,1.722588231,3.770240443,0,3.743850157,0,0.111572348,0.111572348,0.111572348,0.099467783,0.022483705,0.428929376,0.382535159,0.654829859,
 03/14  12:00:00,6.381980982,1.587838753,1.852995498,0,1.826597127,0,0.054420869,0.054420869,0.054420869,0.099467783,0.022483705,0.446683152,0.382652357,0.559360886,
 03/14  13:00:00,3.469050058,1.457220472,0.529155979,0,0.503202297,0,0.014988399,0.014988399,0.014988399,0.099467783,0.022483705,0.436348173,0.376206452,0.48495596,
 03/14  14:00:00,2.309790606,1.373293275,0.026851146,0,0,0,0,0,0,0.099467783,0.022483705,0.398479236,0.389215461,0.44087709,
 03/14  15:00:00,2.252105111,1.321702933,0.028363089,0,0,0,0,0,0,0.099467783,0.022483705,0.368956064,0.411131537,0.396893843,
 03/14  16:00:00,2.363088369,1.379248108,0.029939715,0,0,0,0,0,0,0.114770522,0.025942735,0.379202089,0.4339852,0.402577562,
 03/14  17:00:00,2.8409858,1.641996821,0.035413435,0,0,0,0,0,0,0.175981527,0.039778854,0.434486733,0.51332843,0.455651276,
 03/14  18:00:00,3.815125682,2.182108178,0.043021664,0,0,0,0,0,0,0.351962928,0.079557737,0.534863171,0.623612004,0.569342337,
 03/14  19:00:00,4.771990353,2.726220228,0.046708542,0,0,0,0,0,0,0.680971721,0.153926919,0.487108527,0.677054416,0.674388645,
 03/14  20:00:00,5.452908243,3.059467211,0.0482124,0,0,0,0,0,0,1.017631974,0.230025609,0.398717754,0.698853295,0.691468579,
 03/14  21:00:00,5.603155957,3.072629352,0.078902954,0,0.029033075,0,0.000864612,0.000864612,0.000864612,1.094145605,0.247320758,0.355651437,0.72287894,0.628998,
 03/14  22:00:00,7.12786983,2.774167935,1.071554487,0,1.022848887,0,0.030442605,0.030442605,0.030442605,0.918164203,0.207541904,0.33626221,0.706002389,0.552984624,
 03/14  23:00:00,9.041157611,2.256407732,2.44130531,0,2.399156854,0,0.071373449,0.071373449,0.071373449,0.688623058,0.155656428,0.274933291,0.610954591,0.432096914,
 03/14  24:00:00,8.716420413,1.718370885,2.739897349,0,2.703271125,0,0.080412423,0.080412423,0.080412423,0.482036179,0.108959508,0.191739927,0.530908171,0.301544676,
 03/15  01:00:00,10.22904814,1.174178185,3.932184093,0,3.901888627,0,0.116048432,0.116048432,0.116048432,0.24484382,0.055344494,0.133321705,0.439141924,0.16270781,
 03/15  02:00:00,10.98160713,0.953475549,4.480076321,0,4.452182177,0,0.132398722,0.132398722,0.132398722,0.145376049,0.032860789,0.116106044,0.404334038,0.099629908,
 03/15  03:00:00,11.92645114,0.876315889,5.005350337,0,4.977779604,0,0.14801164,0.14801164,0.14801164,0.099467783,0.022483705,0.101372793,0.399646107,0.082563861,
 03/15  04:00:00,10.20861914,0.84266647,4.20616858,0,4.178985939,0,0.124233619,0.124233619,0.124233619,0.099467783,0.022483705,0.092125217,0.39402059,0.087565556,
 03/15  05:00:00,10.79542469,0.896785401,4.462382149,0,4.436226336,0,0.131867742,0.131867742,0.131867742,0.099467783,0.022483705,0.103339676,0.379136409,0.137720085,
 03/15  06:00:00,12.38851665,1.201571995,5.048248185,0,5.019060399,0,0.149169197,0.149169197,0.149169197,0.107119159,0.02421322,0.117710341,0.423085761,0.357504317,
 03/15  07:00:00,14.32996575,1.829797984,5.582364365,0,5.548640749,0,0.164896276,0.164896276,0.164896276,0.168330064,0.038049345,0.179260421,0.488833992,0.767657886,
 03/15  08:00:00,12.10190892,2.217995551,4.197473429,0,4.161639561,0,0.123658768,0.123658768,0.123658768,0.298403312,0.067451116,0.268546904,0.519422741,0.880242711,
 03/15  09:00:00,11.72657902,2.065012926,4.128261301,0,4.097965835,0,0.121739917,0.121739917,0.121739917,0.237192357,0.053614985,0.340169937,0.439141924,0.850383805,
 03/15  10:00:00,11.29164442,1.839149706,4.090229124,0,4.064445233,0,0.120706971,0.120706971,0.120706971,0.122421885,0.027672253,0.411860013,0.373745289,0.759973296,
 03/15  11:00:00,10.25437673,1.716976352,3.653650289,0,3.627260003,0,0.107691353,0.107691353,0.107691353,0.099467783,0.022483705,0.428929376,0.382535159,0.653098975,
 03/15  12:00:00,7.654492309,1.603983633,2.454710575,0,2.428312204,0,0.0720663,0.0720663,0.0720663,0.099467783,0.022483705,0.446683152,0.382652357,0.557860336,
 03/15  13:00:00,7.37756269,1.510479281,2.374732943,0,2.348779261,0,0.069688364,0.069688364,0.069688364,0.099467783,0.022483705,0.436348173,0.376206452,0.483514803,
 03/15  14:00:00,6.801819196,1.43485596,2.14770459,0,2.120853445,0,0.062919672,0.062919672,0.062919672,0.099467783,0.022483705,0.398479236,0.389215461,0.439520103,
 03/15  15:00:00,6.483581294,1.379790177,2.026163558,0,1.997800469,0,0.059262667,0.059262667,0.059262667,0.099467783,0.022483705,0.368956064,0.411131537,0.39571842,
 03/15  16:00:00,6.794220411,1.440138246,2.12199164,0,2.092051925,0,0.062046018,0.062046018,0.062046018,0.114770522,0.025942735,0.379202089,0.4339852,0.401421682,
 03/15  17:00:00,6.988531835,1.698807811,1.993674072,0,1.958260637,0,0.058071257,0.058071257,0.058071257,0.175981527,0.039778854,0.434486733,0.51332843,0.454391009,
 03/15  18:00:00,9.047561255,2.253850377,2.513495542,0,2.470473879,0,0.073248539,0.073248539,0.073248539,0.351962928,0.079557737,0.534863171,0.623612004,0.567835997,
 03/15  19:00:00,9.636058124,2.792529849,2.343443659,0,2.296735117,0,0.068095972,0.068095972,0.068095972,0.680971721,0.153926919,0.487108527,0.677054416,0.672602294,
 03/15  20:00:00,10.36074987,3.126379494,2.365611629,0,2.317399229,0,0.068710295,0.068710295,0.068710295,1.017631974,0.230025609,0.398717754,0.698853295,0.689670567,
 03/15  21:00:00,11.73435351,3.156797447,2.973674505,0,2.923804627,0,0.086693397,0.086693397,0.086693397,1.094145605,0.247320758,0.355651437,0.72287894,0.627337311,
 03/15  22:00:00,11.32644479,2.831401863,3.054210528,0,3.005504927,0,0.089118922,0.089118922,0.089118922,0.918164203,0.207541904,0.33626221,0.706002389,0.551542234,
 03/15  23:00:00,11.31327913,2.286970049,3.514705029,0,3.472556573,0,0.102960036,0.102960036,0.102960036,0.688623058,0.155656428,0.274933291,0.610954591,0.431072644,
 03/15  24:00:00,12.18338692,1.765982985,4.377172485,0,4.340546261,0,0.128680469,0.128680469,0.128680469,0.482036179,0.108959508,0.191739927,0.530908171,0.300888731,
 03/16  01:00:00,13.24919306,1.21580962,5.358589041,0,5.328293575,0,0.157949627,0.157949627,0.157949627,0.24484382,0.055344494,0.133321705,0.439141924,0.16243805,
